claim_id,state,district,village,claim_type,claimed_area,recorded_area,processing_days,current_stage,documents_complete,land_record_available,overlap_percentage,previous_rejections,latitude,longitude,status
FRA0407,Madhya Pradesh,Balaghat,Village_56,IFR,7.71,7.31,82,DLC,0,0,8.28,2,21.93797,80.211558,Rejected
FRA0408,Jharkhand,Gumla,Village_43,CFR,3.72,3.39,94,SDLC,0,1,46.73,3,23.073346,84.573556,Approved
FRA0409,Maharashtra,Nashik,Village_17,CFR,7.37,6.68,103,Title Issued,1,1,68.83,1,19.915727,73.86477,Approved
FRA0410,Maharashtra,Gadchiroli,Village_66,CR,9.27,9.48,25,Gram Sabha,0,0,9.56,1,20.06371,79.89927,Approved
FRA0411,Madhya Pradesh,Dindori,Village_79,CR,6.89,6.98,112,SDLC,1,0,49.03,0,22.865745,81.020055,Approved
FRA0412,Madhya Pradesh,Balaghat,Village_23,CR,9.89,8.84,112,SDLC,0,0,43.03,2,21.709401,80.120166,Approved
FRA0413,Chhattisgarh,Bastar,Village_24,IFR,1.55,1.32,78,Gram Sabha,0,0,87.97,2,18.956761,82.064018,Rejected
FRA0414,Madhya Pradesh,Dindori,Village_9,CR,2.61,2.54,126,DLC,0,1,87.61,1,23.06797,80.947491,Approved
FRA0415,Maharashtra,Nandurbar,Village_3,IFR,8.32,8.09,170,SDLC,1,1,7.29,0,21.307813,74.294719,Approved
FRA0416,Jharkhand,Ranchi,Village_56,IFR,5.09,4.92,94,Title Issued,0,0,77.6,1,23.486455,85.447438,Pending
FRA0417,Chhattisgarh,Bastar,Village_86,CR,3.64,3.67,71,Title Issued,0,1,0.9,0,19.053478,82.006026,Pending
FRA0418,Maharashtra,Nashik,Village_2,CFR,2.32,2.25,36,Gram Sabha,0,0,53.41,1,19.992374,73.830267,Pending
FRA0419,Maharashtra,Gadchiroli,Village_76,CFR,4.06,4.22,160,Gram Sabha,1,1,64.95,3,20.134336,80.094496,Pending
FRA0420,Maharashtra,Gadchiroli,Village_62,CFR,5.96,6.01,68,Title Issued,1,1,50.01,1,20.244922,80.087024,Approved
FRA0421,Odisha,Mayurbhanj,Village_83,CFR,7.46,7.17,101,Title Issued,0,0,34.0,3,22.016585,86.6122,Rejected
FRA0422,Chhattisgarh,Kanker,Village_73,IFR,4.32,4.16,99,SDLC,1,1,0.15,3,20.390274,81.370789,Approved
FRA0423,Odisha,Mayurbhanj,Village_32,CFR,9.01,9.44,113,DLC,0,1,36.52,2,21.81108,86.745386,Approved
FRA0424,Odisha,Koraput,Village_75,CFR,4.19,3.58,109,Title Issued,1,1,50.94,1,18.787752,82.842512,Approved
FRA0425,Madhya Pradesh,Dindori,Village_76,IFR,3.22,3.03,151,SDLC,1,0,15.41,2,22.809553,81.025031,Rejected
FRA0426,Odisha,Mayurbhanj,Village_84,CFR,5.8,5.54,172,SDLC,0,1,52.52,3,21.93291,86.696448,Rejected
FRA0427,Chhattisgarh,Surguja,Village_24,IFR,1.75,1.7,29,SDLC,0,1,14.87,1,22.907658,83.275437,Rejected
FRA0428,Odisha,Koraput,Village_47,IFR,1.77,1.64,79,DLC,0,0,38.0,3,18.757999,82.638264,Pending
FRA0429,Madhya Pradesh,Dindori,Village_41,IFR,4.07,4.06,50,SDLC,1,1,53.91,3,22.912115,80.939735,Pending
FRA0430,Madhya Pradesh,Dindori,Village_63,CR,5.1,4.52,158,Gram Sabha,1,1,69.08,3,22.846747,81.146206,Pending
FRA0431,Madhya Pradesh,Balaghat,Village_85,CFR,8.02,8.07,27,Title Issued,0,1,17.28,2,21.895246,80.279456,Approved
FRA0432,Maharashtra,Gadchiroli,Village_50,IFR,7.28,6.26,105,Gram Sabha,0,1,2.38,2,20.084509,80.141812,Rejected
FRA0433,Madhya Pradesh,Balaghat,Village_67,CR,4.7,4.79,28,Title Issued,1,1,46.51,1,21.729737,80.141752,Approved
FRA0434,Maharashtra,Gadchiroli,Village_25,CFR,8.23,8.5,79,Title Issued,0,1,46.92,2,20.209646,80.072452,Rejected
FRA0435,Odisha,Keonjhar,Village_4,CR,2.2,1.91,77,Title Issued,1,1,25.28,0,21.536533,85.61257,Approved
FRA0436,Chhattisgarh,Kanker,Village_58,IFR,6.85,6.98,60,Title Issued,0,0,18.73,3,20.32706,81.434353,Rejected
FRA0437,Maharashtra,Gadchiroli,Village_79,CR,7.31,7.09,136,SDLC,1,1,12.92,1,20.114539,79.940211,Rejected
FRA0438,Odisha,Mayurbhanj,Village_5,IFR,1.86,1.76,74,DLC,1,1,87.63,0,21.971694,86.660254,Approved
FRA0439,Madhya Pradesh,Balaghat,Village_27,IFR,7.56,7.91,77,SDLC,1,1,39.69,3,21.758606,80.041141,Pending
FRA0440,Maharashtra,Gadchiroli,Village_56,CFR,3.56,3.52,93,Title Issued,0,0,79.02,3,20.240963,80.114461,Rejected
FRA0441,Odisha,Mayurbhanj,Village_17,CFR,3.99,3.9,85,Title Issued,0,0,79.07,0,21.889274,86.747948,Approved
FRA0442,Jharkhand,Ranchi,Village_44,CFR,6.75,6.21,35,DLC,1,1,73.14,3,23.30126,85.428051,Pending
FRA0443,Madhya Pradesh,Dindori,Village_45,CFR,5.96,5.11,128,Title Issued,1,1,35.89,3,23.058595,80.997757,Pending
FRA0444,Jharkhand,Gumla,Village_68,CR,5.03,5.04,174,Gram Sabha,0,1,8.55,3,23.05058,84.62383,Pending
FRA0445,Maharashtra,Nandurbar,Village_14,CFR,4.41,3.99,57,SDLC,0,1,12.81,3,21.386598,74.118355,Approved
FRA0446,Chhattisgarh,Kanker,Village_16,CR,9.54,8.25,75,Gram Sabha,0,0,38.98,1,20.173517,81.590999,Rejected
FRA0447,Odisha,Koraput,Village_30,CFR,9.5,4.2,280,SDLC,0,0,92,3,18.700915,82.640771,Pending
FRA0448,Chhattisgarh,Bastar,Village_57,IFR,7.24,7.55,128,Gram Sabha,0,0,65.47,3,19.033761,81.939221,Approved
FRA0449,Odisha,Keonjhar,Village_56,IFR,6.8,6.82,26,SDLC,1,0,51.39,3,21.529846,85.521099,Approved
FRA0450,Maharashtra,Gadchiroli,Village_82,IFR,7.7,6.57,67,Title Issued,1,0,27.17,2,20.173099,80.02501,Pending
FRA0451,Maharashtra,Nandurbar,Village_15,IFR,6.55,6.27,33,SDLC,0,1,51.4,2,21.370635,74.3605,Pending
FRA0452,Odisha,Keonjhar,Village_40,CFR,2.06,1.9,108,DLC,1,0,81.28,0,21.77552,85.46579,Rejected
FRA0453,Jharkhand,Gumla,Village_65,CR,1.51,1.31,109,DLC,0,1,67.15,2,23.174182,84.631721,Rejected
FRA0454,Chhattisgarh,Kanker,Village_70,CR,4.76,4.09,80,Title Issued,0,0,51.59,2,20.226299,81.478856,Rejected
FRA0455,Chhattisgarh,Kanker,Village_57,CFR,2.28,2.37,165,Title Issued,1,0,2.77,0,20.329551,81.390925,Pending
FRA0456,Chhattisgarh,Bastar,Village_82,CR,9.51,8.91,113,Gram Sabha,0,0,31.82,2,19.211689,82.08465,Rejected
FRA0457,Maharashtra,Gadchiroli,Village_39,CFR,8.5,8.07,80,DLC,0,0,49.89,1,20.166431,80.058254,Rejected
FRA0458,Chhattisgarh,Surguja,Village_97,CR,6.21,5.89,103,Gram Sabha,1,0,7.31,1,22.910299,83.073228,Pending
FRA0459,Odisha,Mayurbhanj,Village_46,CFR,6.99,6.99,52,DLC,0,1,9.88,2,21.97639,86.600027,Rejected
FRA0460,Odisha,Mayurbhanj,Village_36,CFR,8.95,8.27,59,Title Issued,0,1,41.46,0,21.781615,86.789909,Approved
FRA0461,Odisha,Mayurbhanj,Village_14,IFR,7.92,7.99,126,Title Issued,1,1,89.95,2,21.924509,86.799446,Pending
FRA0462,Jharkhand,Ranchi,Village_82,CR,1.71,1.63,158,Title Issued,0,1,4.01,2,23.291749,85.176445,Pending
FRA0463,Odisha,Mayurbhanj,Village_34,IFR,8.43,8.81,171,SDLC,1,1,37.86,3,21.929701,86.626357,Approved
FRA0464,Odisha,Koraput,Village_27,CR,6.52,6.45,111,Gram Sabha,1,0,48.52,1,18.889966,82.562984,Pending
FRA0465,Madhya Pradesh,Mandla,Village_56,CR,8.65,8.6,172,DLC,1,0,83.55,2,22.561356,80.488369,Approved
FRA0466,Chhattisgarh,Kanker,Village_58,CR,6.65,6.13,52,SDLC,0,1,40.22,1,20.210691,81.437114,Rejected
FRA0467,Madhya Pradesh,Dindori,Village_10,CR,9.4,8.56,60,Title Issued,0,1,11.63,2,22.831959,80.974291,Approved
FRA0468,Chhattisgarh,Kanker,Village_73,IFR,3.71,3.27,129,Gram Sabha,1,0,61.75,2,20.377105,81.568546,Approved
FRA0469,Jharkhand,Gumla,Village_60,CR,8.27,7.55,107,SDLC,0,1,18.56,0,23.033733,84.509045,Rejected
FRA0470,Chhattisgarh,Bastar,Village_13,IFR,5.9,6.1,39,SDLC,0,1,74.32,1,19.101028,82.022261,Pending
FRA0471,Maharashtra,Gadchiroli,Village_79,CFR,7.92,6.8,130,Title Issued,0,0,12.38,0,20.248056,79.910503,Pending
FRA0472,Madhya Pradesh,Mandla,Village_44,CR,4.99,4.74,46,Gram Sabha,0,1,35.2,0,22.508304,80.440077,Approved
FRA0473,Odisha,Koraput,Village_62,CR,8.88,7.55,24,Title Issued,1,1,44.18,1,18.739551,82.601266,Approved
FRA0474,Chhattisgarh,Bastar,Village_42,IFR,4.32,3.87,156,DLC,0,0,17.05,3,19.064693,82.015127,Rejected
FRA0475,Jharkhand,Gumla,Village_5,CFR,1.07,1.01,155,Gram Sabha,1,1,5.82,1,23.090628,84.676103,Approved
FRA0476,Chhattisgarh,Surguja,Village_92,IFR,9.85,10.21,86,Gram Sabha,1,0,59.12,0,22.849854,83.137642,Pending
FRA0477,Maharashtra,Nandurbar,Village_33,CR,5.85,6.11,109,SDLC,0,1,67.91,1,21.429329,74.151009,Approved
FRA0478,Madhya Pradesh,Mandla,Village_48,CFR,1.39,1.31,36,DLC,0,0,0.9,0,22.591325,80.292123,Rejected
FRA0479,Odisha,Koraput,Village_90,IFR,3.94,3.47,166,Gram Sabha,1,1,55.45,3,18.821552,82.824412,Approved
FRA0480,Madhya Pradesh,Mandla,Village_11,IFR,9.14,8.06,33,SDLC,1,1,0.91,3,22.672097,80.515894,Pending
FRA0481,Jharkhand,Gumla,Village_16,CFR,1.15,0.99,75,DLC,1,0,88.31,0,22.95692,84.496796,Pending
FRA0482,Maharashtra,Nandurbar,Village_82,CFR,1.51,1.36,142,DLC,0,0,48.37,3,21.262647,74.181011,Rejected
FRA0483,Maharashtra,Nashik,Village_8,CR,3.14,2.73,52,SDLC,0,0,60.0,2,20.075371,73.746693,Pending
FRA0484,Chhattisgarh,Kanker,Village_46,CFR,9.45,8.04,140,SDLC,1,0,85.84,1,20.266888,81.503008,Approved
FRA0485,Odisha,Keonjhar,Village_36,CR,3.11,2.92,27,Title Issued,0,1,33.78,2,21.52608,85.574903,Rejected
FRA0486,Madhya Pradesh,Dindori,Village_96,CFR,8.14,8.27,137,Gram Sabha,1,1,43.03,1,22.901217,80.936639,Approved
FRA0487,Madhya Pradesh,Dindori,Village_98,CFR,6.42,6.67,142,DLC,0,0,14.32,2,22.977702,80.977304,Rejected
FRA0488,Maharashtra,Gadchiroli,Village_75,IFR,2.99,2.98,30,DLC,1,1,27.21,1,20.324545,79.957989,Approved
FRA0489,Chhattisgarh,Bastar,Village_29,IFR,3.66,3.18,46,Gram Sabha,1,0,25.36,0,19.081661,81.95326,Pending
FRA0490,Jharkhand,Ranchi,Village_64,IFR,3.35,2.86,61,SDLC,0,0,39.68,1,23.272457,85.393345,Rejected
FRA0491,Madhya Pradesh,Balaghat,Village_51,CFR,6.12,6.17,57,SDLC,1,1,76.87,2,21.79152,80.155499,Pending
FRA0492,Jharkhand,Gumla,Village_36,CR,1.21,1.17,149,SDLC,1,1,43.1,1,22.94504,84.459277,Pending
FRA0493,Madhya Pradesh,Balaghat,Village_71,CFR,7.16,6.9,151,DLC,0,0,20.11,0,21.815517,80.078055,Approved
FRA0494,Chhattisgarh,Kanker,Village_21,CR,7.8,6.95,20,SDLC,1,1,7.68,2,20.193745,81.486938,Rejected
FRA0495,Maharashtra,Nashik,Village_88,CFR,9.99,10.15,138,DLC,1,0,44.98,1,20.090532,73.716542,Rejected
FRA0496,Jharkhand,Simdega,Village_13,CFR,9.72,8.5,152,Title Issued,0,0,75.11,1,22.536208,84.661423,Approved
FRA0497,Maharashtra,Gadchiroli,Village_28,CFR,7.82,6.83,119,Gram Sabha,1,1,77.24,3,20.285064,80.004058,Rejected
FRA0498,Madhya Pradesh,Dindori,Village_40,CR,3.86,3.69,21,SDLC,0,0,2.07,2,22.941006,81.02071,Pending
FRA0499,Odisha,Mayurbhanj,Village_100,CFR,5.44,4.83,92,Gram Sabha,1,0,38.09,2,21.963126,86.624532,Rejected
FRA0500,Jharkhand,Gumla,Village_23,IFR,6.24,5.61,67,Title Issued,0,0,69.02,2,23.102225,84.64748,Pending
FRA0501,Odisha,Koraput,Village_28,CR,7.02,6.85,83,SDLC,1,1,80.54,2,18.759816,82.780325,Approved
FRA0502,Madhya Pradesh,Dindori,Village_17,IFR,7.35,7.4,22,SDLC,1,1,69.69,2,22.918456,81.096043,Approved
FRA0503,Madhya Pradesh,Balaghat,Village_47,CR,6.55,6.51,72,SDLC,0,1,39.72,3,21.746248,80.043807,Rejected
FRA0504,Madhya Pradesh,Dindori,Village_37,IFR,8.02,7.7,61,Gram Sabha,0,0,28.74,2,22.865934,81.112289,Approved
FRA0505,Maharashtra,Nandurbar,Village_52,IFR,4.75,4.7,91,Gram Sabha,1,1,64.14,0,21.479855,74.143876,Rejected
FRA0506,Chhattisgarh,Surguja,Village_58,CFR,2.44,2.14,122,Title Issued,0,0,21.23,2,22.769533,83.054341,Pending
FRA0507,Chhattisgarh,Kanker,Village_63,IFR,5.26,4.63,85,DLC,0,1,58.72,2,20.195816,81.426147,Approved
FRA0508,Madhya Pradesh,Balaghat,Village_9,IFR,7.83,6.88,151,DLC,0,0,81.19,0,21.837361,80.055101,Rejected
FRA0509,Chhattisgarh,Bastar,Village_23,CFR,1.03,0.93,169,SDLC,0,1,57.08,0,19.039401,81.920466,Approved
FRA0510,Madhya Pradesh,Mandla,Village_54,CR,5.67,5.57,90,Title Issued,1,1,72.37,1,22.652302,80.244576,Approved
FRA0511,Jharkhand,Gumla,Village_28,CFR,4.94,4.78,98,Gram Sabha,1,0,29.55,1,23.170447,84.39574,Approved
FRA0512,Madhya Pradesh,Balaghat,Village_74,CFR,1.21,1.03,60,Title Issued,1,0,9.42,0,21.793432,80.32266,Approved
FRA0513,Chhattisgarh,Surguja,Village_44,CFR,2.65,2.52,38,Title Issued,1,0,8.93,3,22.843072,83.27708,Approved
FRA0514,Chhattisgarh,Kanker,Village_4,IFR,6.89,7.14,88,SDLC,0,0,60.44,1,20.386921,81.562838,Approved
FRA0515,Jharkhand,Gumla,Village_20,IFR,5.64,5.31,88,Title Issued,1,0,49.21,0,23.03011,84.447085,Rejected
FRA0516,Madhya Pradesh,Balaghat,Village_49,CFR,1.04,1.08,151,DLC,0,1,55.61,2,21.842245,80.035112,Pending
FRA0517,Jharkhand,Simdega,Village_34,IFR,4.71,4.72,40,Title Issued,1,1,28.27,3,22.508189,84.59061,Pending
FRA0518,Madhya Pradesh,Mandla,Village_70,IFR,9.4,9.82,127,Gram Sabha,0,1,52.86,2,22.593931,80.304866,Rejected
FRA0519,Maharashtra,Nashik,Village_63,IFR,9.57,8.25,76,Title Issued,0,0,50.94,0,19.949065,73.900407,Rejected
FRA0520,Madhya Pradesh,Dindori,Village_81,CR,6.6,6.23,99,Gram Sabha,0,1,33.88,3,22.945187,81.159182,Pending
FRA0521,Odisha,Mayurbhanj,Village_34,CFR,3.27,3.12,20,Gram Sabha,0,1,55.44,1,21.917338,86.773979,Rejected
FRA0522,Chhattisgarh,Bastar,Village_88,IFR,4.09,3.84,42,SDLC,0,1,70.53,1,19.011482,82.091981,Rejected
FRA0523,Jharkhand,Simdega,Village_97,CFR,8.42,8.64,171,SDLC,0,0,85.49,1,22.718329,84.600888,Approved
FRA0524,Maharashtra,Nashik,Village_57,CFR,8.42,8.71,152,Title Issued,1,0,36.57,0,19.885679,73.866703,Rejected
FRA0525,Odisha,Koraput,Village_70,IFR,8.67,8.62,101,Title Issued,0,0,78.3,0,18.660064,82.616076,Pending
FRA0526,Jharkhand,Ranchi,Village_46,CR,5.61,4.94,126,Title Issued,0,1,3.95,2,23.242712,85.327524,Rejected
FRA0527,Madhya Pradesh,Balaghat,Village_18,CR,2.18,1.88,99,SDLC,1,0,8.36,2,21.9058,80.141711,Rejected
FRA0528,Maharashtra,Nandurbar,Village_88,CR,1.96,1.96,126,Gram Sabha,1,1,47.24,2,21.500785,74.334451,Rejected
FRA0529,Chhattisgarh,Surguja,Village_21,IFR,1.49,1.27,96,DLC,0,1,12.54,1,22.939446,83.324444,Rejected
FRA0530,Jharkhand,Gumla,Village_7,IFR,8.57,8.1,167,SDLC,0,0,86.75,2,23.074881,84.600895,Approved
FRA0531,Chhattisgarh,Kanker,Village_46,IFR,2.93,2.91,179,Title Issued,1,1,60.9,0,20.383232,81.544262,Rejected
FRA0532,Chhattisgarh,Kanker,Village_23,IFR,6.87,6.41,113,SDLC,1,0,22.6,1,20.273827,81.421897,Approved
FRA0533,Maharashtra,Nashik,Village_44,IFR,9.19,9.41,28,SDLC,0,0,71.92,3,19.866177,73.635485,Pending
FRA0534,Chhattisgarh,Kanker,Village_17,CR,5.92,5.34,145,SDLC,1,1,6.89,1,20.291421,81.611452,Approved
FRA0535,Madhya Pradesh,Balaghat,Village_49,IFR,8.77,7.76,157,SDLC,1,1,1.29,1,21.683669,80.264335,Pending
FRA0536,Chhattisgarh,Kanker,Village_67,IFR,3.06,3.01,37,Title Issued,1,0,60.37,2,20.331677,81.597345,Rejected
FRA0537,Odisha,Mayurbhanj,Village_99,CFR,1.85,1.69,175,Gram Sabha,0,1,58.24,1,22.053645,86.868608,Pending
FRA0538,Maharashtra,Gadchiroli,Village_21,CR,7.82,8.21,56,SDLC,0,0,55.54,0,20.053864,80.011455,Rejected
FRA0539,Jharkhand,Simdega,Village_81,CR,4.44,4.6,159,DLC,1,0,28.21,1,22.490753,84.606527,Rejected
FRA0540,Maharashtra,Nashik,Village_78,CFR,5.03,4.56,116,Gram Sabha,0,1,9.11,2,20.073804,73.856731,Approved
FRA0541,Chhattisgarh,Kanker,Village_39,CFR,5.17,5.24,121,Title Issued,1,0,62.63,2,20.245922,81.395287,Approved
FRA0542,Chhattisgarh,Kanker,Village_52,CR,8.98,8.48,175,Title Issued,1,1,86.5,3,20.349239,81.498165,Pending
FRA0543,Maharashtra,Gadchiroli,Village_88,CFR,2.83,2.75,44,Gram Sabha,1,0,34.52,0,20.042689,79.977621,Pending
FRA0544,Chhattisgarh,Kanker,Village_17,CFR,6.26,5.39,163,Title Issued,1,1,16.24,0,20.264544,81.61027,Pending
FRA0545,Jharkhand,Ranchi,Village_7,IFR,6.27,5.82,154,Title Issued,1,1,15.65,0,23.330006,85.379982,Approved
FRA0546,Madhya Pradesh,Balaghat,Village_85,CFR,1.8,1.86,37,Gram Sabha,0,1,36.85,2,21.891543,80.100458,Approved
FRA0547,Jharkhand,Ranchi,Village_15,CR,2.59,2.54,58,Gram Sabha,0,0,62.4,0,23.430508,85.451231,Pending
FRA0548,Jharkhand,Ranchi,Village_30,IFR,9.96,9.51,95,Gram Sabha,0,1,32.85,0,23.312439,85.265449,Pending
FRA0549,Maharashtra,Nashik,Village_12,IFR,6.33,6.61,76,DLC,1,1,79.63,2,20.125972,73.824274,Pending
FRA0550,Jharkhand,Ranchi,Village_98,IFR,1.9,1.86,51,DLC,0,0,8.59,3,23.435305,85.422443,Approved
FRA0551,Chhattisgarh,Bastar,Village_91,IFR,3.92,3.43,63,Title Issued,0,0,28.6,3,19.130949,81.807629,Pending
FRA0552,Odisha,Koraput,Village_97,CR,5.02,5.1,79,Gram Sabha,0,1,84.49,3,18.876413,82.812808,Approved
FRA0553,Jharkhand,Ranchi,Village_14,IFR,4.37,3.93,31,DLC,1,0,20.32,3,23.245393,85.270923,Pending
FRA0554,Maharashtra,Nandurbar,Village_86,IFR,4.48,4.64,88,Gram Sabha,0,0,74.95,0,21.399955,74.372398,Rejected
FRA0555,Odisha,Mayurbhanj,Village_2,IFR,1.7,1.49,69,Gram Sabha,1,0,15.13,3,21.816658,86.676859,Approved
FRA0556,Madhya Pradesh,Dindori,Village_99,IFR,3.29,3.15,20,Title Issued,1,1,82.72,2,22.849942,81.001629,Pending
FRA0557,Odisha,Keonjhar,Village_48,CFR,1.39,1.23,129,Title Issued,1,0,48.08,1,21.73924,85.690326,Rejected
FRA0558,Odisha,Koraput,Village_49,CR,3.1,2.8,88,SDLC,0,1,76.37,1,18.707755,82.719246,Rejected
FRA0559,Odisha,Mayurbhanj,Village_63,IFR,2.11,1.82,170,Title Issued,0,0,80.25,1,21.923085,86.861173,Rejected
FRA0560,Chhattisgarh,Bastar,Village_92,CR,2.07,2.03,158,Gram Sabha,0,1,38.45,2,19.084123,81.845559,Pending
FRA0561,Jharkhand,Ranchi,Village_100,IFR,1.23,1.08,133,SDLC,0,1,71.72,2,23.2444,85.448204,Pending
FRA0562,Madhya Pradesh,Mandla,Village_78,IFR,1.81,1.61,82,Title Issued,1,0,35.78,1,22.45784,80.498396,Pending
FRA0563,Odisha,Keonjhar,Village_87,CR,2.06,1.8,103,Title Issued,1,0,10.15,0,21.703602,85.528369,Pending
FRA0564,Odisha,Koraput,Village_3,CFR,7.4,6.88,150,Title Issued,1,1,43.99,0,18.923927,82.764385,Pending
FRA0565,Jharkhand,Ranchi,Village_47,CR,8.88,8.31,96,Title Issued,1,1,41.05,1,23.196004,85.438278,Approved
FRA0566,Jharkhand,Gumla,Village_28,IFR,5.55,5.64,98,DLC,1,1,35.38,1,23.032473,84.462054,Pending
FRA0567,Chhattisgarh,Bastar,Village_39,CR,4.93,4.8,146,SDLC,1,1,80.76,2,18.955669,82.035336,Pending
FRA0568,Maharashtra,Gadchiroli,Village_63,IFR,6.79,6.54,61,SDLC,0,1,41.83,2,20.151448,79.884197,Rejected
FRA0569,Jharkhand,Gumla,Village_93,IFR,6.7,5.83,156,SDLC,1,1,45.93,3,22.929233,84.644604,Approved
FRA0570,Maharashtra,Nashik,Village_54,CR,1.43,1.24,123,DLC,1,0,62.71,1,19.895244,73.667118,Pending
FRA0571,Chhattisgarh,Bastar,Village_4,CR,4.38,4.13,147,Title Issued,0,0,85.02,3,19.031648,81.993967,Approved
FRA0572,Chhattisgarh,Bastar,Village_79,IFR,5.89,5.33,80,Title Issued,1,0,22.39,2,19.24985,81.974337,Approved
FRA0573,Chhattisgarh,Kanker,Village_46,CFR,7.81,8.16,112,SDLC,1,0,4.11,1,20.416555,81.349444,Approved
FRA0574,Odisha,Keonjhar,Village_16,CR,7.35,7.52,146,DLC,1,0,51.11,0,21.73607,85.719408,Pending
FRA0575,Chhattisgarh,Surguja,Village_17,IFR,7.05,6.14,37,DLC,1,0,51.96,1,22.859574,83.136497,Pending
FRA0576,Odisha,Koraput,Village_63,IFR,3.2,2.87,67,Gram Sabha,0,0,89.58,0,18.69155,82.769758,Approved
FRA0577,Odisha,Keonjhar,Village_28,IFR,3.43,3.16,31,Gram Sabha,0,1,2.69,1,21.527928,85.548559,Pending
FRA0578,Maharashtra,Nashik,Village_63,IFR,5.0,4.72,161,DLC,1,0,86.71,1,19.883483,73.689456,Pending
FRA0579,Chhattisgarh,Kanker,Village_82,CR,3.57,3.18,75,Gram Sabha,0,0,42.26,3,20.401743,81.567809,Approved
FRA0580,Madhya Pradesh,Dindori,Village_87,CFR,4.65,4.29,118,SDLC,0,0,16.12,0,23.080138,81.228459,Rejected
FRA0581,Madhya Pradesh,Dindori,Village_23,CR,5.72,5.81,89,Title Issued,1,1,34.9,0,22.836423,80.99183,Approved
FRA0582,Odisha,Mayurbhanj,Village_31,CR,8.05,8.23,34,Gram Sabha,1,0,4.19,0,21.864903,86.771998,Approved
FRA0583,Maharashtra,Nashik,Village_1,CR,4.27,4.12,138,Gram Sabha,0,0,89.69,1,19.969346,73.899146,Rejected
FRA0584,Madhya Pradesh,Dindori,Village_24,CFR,7.77,6.73,69,Gram Sabha,0,0,80.31,0,22.986203,81.05616,Rejected
FRA0585,Madhya Pradesh,Dindori,Village_72,CFR,4.31,4.23,45,DLC,0,0,85.41,3,22.920945,81.179427,Pending
FRA0586,Maharashtra,Gadchiroli,Village_11,CFR,3.93,4.1,102,SDLC,1,0,56.1,2,20.092047,80.089315,Approved
FRA0587,Odisha,Mayurbhanj,Village_56,IFR,5.17,4.87,170,Gram Sabha,1,1,24.89,0,21.859373,86.657767,Rejected
FRA0588,Jharkhand,Gumla,Village_7,CFR,2.2,2.24,142,Gram Sabha,0,0,13.43,3,23.163843,84.468153,Pending
FRA0589,Maharashtra,Nandurbar,Village_85,IFR,1.5,1.35,138,Gram Sabha,1,1,16.74,3,21.281291,74.181838,Pending
FRA0590,Odisha,Koraput,Village_35,CR,9.18,8.59,45,DLC,0,1,58.09,0,18.806385,82.585899,Pending
FRA0591,Jharkhand,Simdega,Village_4,CR,6.23,5.7,34,SDLC,1,1,62.2,1,22.680123,84.526596,Approved
FRA0592,Chhattisgarh,Bastar,Village_7,CR,1.54,1.5,168,DLC,0,1,37.73,0,19.206783,81.875654,Approved
FRA0593,Odisha,Mayurbhanj,Village_53,CR,9.44,8.93,85,DLC,0,0,86.27,1,22.002923,86.653031,Rejected
FRA0594,Odisha,Mayurbhanj,Village_82,CR,4.59,4.45,73,Title Issued,1,1,68.71,3,21.984377,86.688498,Pending
FRA0595,Maharashtra,Nandurbar,Village_38,IFR,7.93,8.0,150,DLC,0,1,21.5,2,21.422214,74.197875,Pending
FRA0596,Odisha,Keonjhar,Village_15,CR,8.67,7.7,108,Gram Sabha,0,0,46.94,3,21.593112,85.562793,Approved
FRA0597,Odisha,Mayurbhanj,Village_1,IFR,6.84,6.4,173,Gram Sabha,1,1,89.76,3,21.888365,86.781495,Approved
FRA0598,Odisha,Keonjhar,Village_24,CFR,7.01,6.65,30,Title Issued,1,1,74.65,0,21.751108,85.442549,Pending
FRA0599,Odisha,Koraput,Village_17,CFR,8.64,8.64,58,SDLC,1,1,34.58,0,18.815838,82.780146,Rejected
FRA0600,Maharashtra,Nandurbar,Village_47,CR,6.86,6.81,74,Gram Sabha,1,0,46.75,2,21.246126,74.176672,Rejected
FRA0601,Chhattisgarh,Kanker,Village_37,CFR,6.35,5.97,84,DLC,1,0,19.57,3,20.243666,81.596025,Rejected
FRA0602,Maharashtra,Gadchiroli,Village_6,CFR,2.79,2.68,102,Gram Sabha,1,0,17.08,3,20.275837,80.002439,Rejected
FRA0603,Jharkhand,Ranchi,Village_31,IFR,6.05,5.62,67,Title Issued,0,1,56.06,1,23.259984,85.377882,Rejected
FRA0604,Chhattisgarh,Bastar,Village_53,IFR,2.76,2.73,23,Title Issued,0,1,40.44,3,19.0041,81.979318,Approved
FRA0605,Madhya Pradesh,Dindori,Village_95,IFR,5.21,5.4,86,Gram Sabha,0,1,83.8,0,23.011249,80.979688,Rejected
FRA0606,Chhattisgarh,Kanker,Village_74,CFR,9.7,10.11,122,Gram Sabha,1,1,79.59,2,20.266697,81.390451,Approved
FRA0607,Maharashtra,Nandurbar,Village_49,CR,9.01,8.14,26,Gram Sabha,0,1,75.25,2,21.354289,74.159464,Approved
FRA0608,Jharkhand,Simdega,Village_45,IFR,6.81,6.92,115,DLC,0,0,24.48,3,22.681947,84.405921,Approved
FRA0609,Maharashtra,Nashik,Village_27,CR,8.18,8.15,47,Gram Sabha,1,1,31.64,3,20.05285,73.823372,Approved
