claim_id,state,district,village,claim_type,claimed_area,recorded_area,processing_days,current_stage,documents_complete,land_record_available,overlap_percentage,previous_rejections,latitude,longitude,status,area_mismatch_percentage
FRA0346,Chhattisgarh,Surguja,Village_23,IFR,9.0,8.45,86.0,Gram Sabha,0.0,1.0,88.04,0.0,22.790266,83.155343,Rejected,6.11
FRA0347,Jharkhand,Gumla,Village_34,CFR,1.91,1.95,41.0,Gram Sabha,0.0,0.0,57.37,2.0,23.012522,84.670392,Rejected,2.09
FRA0348,Jharkhand,Simdega,Village_50,CFR,9.43,8.4,26.0,Title Issued,0.0,0.0,31.42,1.0,22.695112,84.400691,Pending,10.92
FRA0349,Jharkhand,Ranchi,Village_29,CR,4.71,4.4,151.0,DLC,1.0,1.0,54.97,3.0,23.312957,85.30723,Pending,6.58
FRA0350,Chhattisgarh,Bastar,Village_94,CFR,4.57,4.1,107.0,DLC,1.0,1.0,41.81,0.0,19.168069,81.904624,Approved,10.28
FRA0351,Chhattisgarh,Bastar,Village_56,CR,3.86,3.67,180.0,DLC,0.0,1.0,2.5,2.0,19.180286,81.814232,Pending,4.92
FRA0352,Odisha,Koraput,Village_96,CFR,3.28,3.3,50.0,SDLC,1.0,0.0,41.53,0.0,18.842857,82.644653,Approved,0.61
FRA0353,Chhattisgarh,Kanker,Village_14,IFR,8.68,8.46,21.0,SDLC,0.0,0.0,80.12,0.0,20.136984,81.340063,Approved,2.53
FRA0354,Odisha,Keonjhar,Village_91,CR,3.54,3.63,136.0,SDLC,1.0,0.0,59.34,2.0,21.619408,85.727138,Rejected,2.54
FRA0355,Chhattisgarh,Bastar,Village_85,CFR,5.61,5.11,57.0,Gram Sabha,1.0,0.0,64.73,1.0,19.01649,81.868938,Approved,8.91
FRA0356,Madhya Pradesh,Mandla,Village_94,CFR,3.17,2.97,139.0,Gram Sabha,1.0,1.0,65.14,3.0,22.740577,80.377227,Rejected,6.31
FRA0357,Chhattisgarh,Surguja,Village_97,CR,8.17,7.04,156.0,Gram Sabha,1.0,1.0,62.9,3.0,22.911574,83.065312,Rejected,13.83
FRA0358,Madhya Pradesh,Mandla,Village_34,CFR,8.43,7.25,105.0,DLC,0.0,1.0,33.53,3.0,22.569433,80.25472,Pending,14.0
FRA0359,Odisha,Keonjhar,Village_43,CFR,5.82,6.02,81.0,Gram Sabha,1.0,1.0,44.45,0.0,21.485684,85.666375,Approved,3.44
FRA0360,Odisha,Mayurbhanj,Village_10,IFR,6.82,6.4,165.0,Gram Sabha,1.0,0.0,44.99,2.0,21.834859,86.767412,Approved,6.16
FRA0361,Maharashtra,Nandurbar,Village_69,CR,2.91,2.87,105.0,DLC,1.0,1.0,87.16,3.0,21.459136,74.116334,Approved,1.37
FRA0362,Jharkhand,Ranchi,Village_87,CFR,4.12,3.9,116.0,Title Issued,0.0,1.0,24.13,0.0,23.253443,85.287988,Approved,5.34
FRA0363,Maharashtra,Gadchiroli,Village_37,CFR,1.59,1.52,114.0,SDLC,1.0,1.0,7.78,3.0,20.111318,79.956735,Pending,4.4
FRA0364,Maharashtra,Nandurbar,Village_12,CR,1.51,1.45,62.0,Title Issued,1.0,0.0,31.62,3.0,21.254394,74.091471,Approved,3.97
FRA0365,Jharkhand,Simdega,Village_30,CFR,4.4,4.49,38.0,SDLC,0.0,0.0,8.61,2.0,22.71991,84.373532,Approved,2.05
FRA0366,Madhya Pradesh,Balaghat,Village_6,IFR,3.01,2.69,66.0,Title Issued,1.0,0.0,66.23,2.0,21.720644,80.119364,Approved,10.63
FRA0367,Chhattisgarh,Bastar,Village_74,CFR,6.29,6.01,21.0,Gram Sabha,0.0,1.0,32.55,0.0,19.02445,82.043214,Rejected,4.45
FRA0368,Madhya Pradesh,Balaghat,Village_74,CFR,4.45,4.21,156.0,Title Issued,0.0,1.0,28.16,3.0,21.866284,80.135732,Pending,5.39
FRA0369,Madhya Pradesh,Balaghat,Village_10,IFR,3.14,3.18,178.0,SDLC,0.0,0.0,61.44,3.0,21.849122,80.147757,Pending,1.27
FRA0370,Chhattisgarh,Surguja,Village_26,CFR,9.8,9.94,74.0,Gram Sabha,1.0,0.0,66.29,1.0,22.858397,83.177316,Pending,1.43
FRA0371,Chhattisgarh,Surguja,Village_100,IFR,7.89,7.43,53.0,DLC,1.0,1.0,62.1,3.0,22.962289,83.078387,Pending,5.83
FRA0372,Jharkhand,Ranchi,Village_95,IFR,6.82,6.91,20.0,SDLC,1.0,0.0,39.72,1.0,23.242645,85.453876,Pending,1.32
FRA0373,Odisha,Mayurbhanj,Village_31,IFR,6.58,6.7,106.0,DLC,0.0,0.0,22.24,3.0,21.839288,86.834682,Pending,1.82
FRA0374,Jharkhand,Ranchi,Village_39,CFR,6.12,5.97,118.0,Gram Sabha,1.0,1.0,15.36,1.0,23.234687,85.409213,Pending,2.45
FRA0375,Chhattisgarh,Surguja,Village_9,IFR,2.28,2.0,32.0,DLC,1.0,0.0,64.41,3.0,22.965583,83.29621,Rejected,12.28
FRA0376,Jharkhand,Gumla,Village_8,CFR,9.96,9.21,68.0,DLC,0.0,1.0,17.76,3.0,22.968053,84.66376,Rejected,7.53
FRA0377,Maharashtra,Nandurbar,Village_79,CR,6.6,6.74,127.0,DLC,1.0,0.0,9.18,2.0,21.27456,74.16962,Pending,2.12
FRA0378,Madhya Pradesh,Dindori,Village_67,CR,3.73,3.86,148.0,Title Issued,1.0,1.0,79.15,0.0,22.799703,81.181649,Pending,3.49
FRA0379,Maharashtra,Nandurbar,Village_7,CR,1.77,1.61,62.0,Gram Sabha,1.0,0.0,31.29,2.0,21.225375,74.245147,Rejected,9.04
FRA0380,Chhattisgarh,Bastar,Village_39,CR,6.56,6.4,53.0,DLC,1.0,1.0,72.23,0.0,19.105608,82.019029,Pending,2.44
FRA0381,Odisha,Mayurbhanj,Village_35,CFR,6.45,5.51,176.0,DLC,0.0,1.0,72.32,0.0,22.008512,86.772171,Rejected,14.57
FRA0382,Odisha,Mayurbhanj,Village_15,IFR,9.25,9.19,88.0,Gram Sabha,1.0,0.0,67.73,1.0,21.8992,86.592269,Approved,0.65
FRA0383,Madhya Pradesh,Dindori,Village_31,CR,8.48,8.09,174.0,Gram Sabha,0.0,0.0,24.39,2.0,22.816273,81.015125,Rejected,4.6
FRA0384,Maharashtra,Gadchiroli,Village_9,CFR,1.61,1.43,38.0,SDLC,1.0,1.0,6.2,2.0,20.081552,80.106093,Pending,11.18
FRA0385,Madhya Pradesh,Balaghat,Village_22,CFR,8.88,8.58,56.0,Title Issued,0.0,0.0,71.04,0.0,21.782723,80.0877,Pending,3.38
FRA0386,Jharkhand,Gumla,Village_81,CR,7.13,6.4,81.0,Title Issued,1.0,1.0,53.48,0.0,22.944925,84.515601,Pending,10.24
FRA0387,Jharkhand,Simdega,Village_86,CFR,7.88,8.06,90.0,SDLC,0.0,0.0,16.43,1.0,22.551577,84.523841,Approved,2.28
FRA0388,Chhattisgarh,Kanker,Village_71,CR,3.85,3.73,84.0,Gram Sabha,0.0,1.0,63.45,1.0,20.349037,81.609773,Pending,3.12
FRA0389,Chhattisgarh,Bastar,Village_65,CR,4.47,3.97,56.0,DLC,0.0,0.0,54.49,3.0,19.214626,81.957388,Rejected,11.19
FRA0390,Chhattisgarh,Kanker,Village_70,CR,1.92,1.87,31.0,Title Issued,1.0,1.0,32.56,1.0,20.168558,81.449343,Pending,2.6
FRA0391,Jharkhand,Ranchi,Village_33,IFR,9.28,8.46,141.0,SDLC,1.0,0.0,60.65,0.0,23.220472,85.381202,Pending,8.84
FRA0392,Madhya Pradesh,Mandla,Village_60,IFR,5.99,5.45,137.0,Title Issued,0.0,0.0,52.7,2.0,22.527867,80.235299,Rejected,9.02
FRA0393,Maharashtra,Nashik,Village_13,CR,7.49,7.79,77.0,SDLC,0.0,1.0,33.74,3.0,20.071229,73.875379,Approved,4.01
FRA0394,Odisha,Keonjhar,Village_36,CR,1.47,1.4,120.0,Gram Sabha,1.0,1.0,51.12,0.0,21.668487,85.620301,Approved,4.76
FRA0395,Chhattisgarh,Bastar,Village_82,CFR,2.31,2.04,150.0,Title Issued,1.0,1.0,27.61,3.0,19.189784,81.844061,Approved,11.69
FRA0396,Maharashtra,Gadchiroli,Village_58,CR,6.38,5.59,20.0,Gram Sabha,0.0,0.0,11.83,0.0,20.29137,80.086422,Approved,12.38
FRA0397,Maharashtra,Gadchiroli,Village_35,CFR,3.45,3.34,146.0,DLC,1.0,0.0,50.97,0.0,20.19222,79.89888,Approved,3.19
FRA0398,Madhya Pradesh,Mandla,Village_24,CFR,3.15,3.12,137.0,Gram Sabha,1.0,1.0,7.07,0.0,22.598957,80.347679,Approved,0.95
FRA0399,Chhattisgarh,Bastar,Village_4,CR,6.99,5.99,119.0,DLC,1.0,0.0,1.48,0.0,19.157202,81.936384,Approved,14.31
FRA0400,Chhattisgarh,Kanker,Village_28,CFR,3.19,3.02,60.0,Gram Sabha,0.0,1.0,83.04,1.0,20.272729,81.471884,Approved,5.33
FRA0401,Chhattisgarh,Bastar,Village_36,CFR,5.97,5.38,163.0,Gram Sabha,1.0,1.0,83.19,0.0,19.247189,82.002182,Pending,9.88
FRA0402,Chhattisgarh,Kanker,Village_42,IFR,4.23,4.01,82.0,DLC,0.0,1.0,64.69,1.0,20.193829,81.571569,Approved,5.2
FRA0403,Maharashtra,Gadchiroli,Village_79,CFR,3.41,2.92,155.0,Title Issued,0.0,1.0,29.59,3.0,20.194109,79.986372,Approved,14.37
FRA0404,Odisha,Koraput,Village_47,IFR,5.01,4.51,116.0,Title Issued,0.0,0.0,29.78,3.0,18.797807,82.716032,Rejected,9.98
FRA0405,Chhattisgarh,Surguja,Village_76,IFR,7.12,7.01,59.0,SDLC,0.0,1.0,67.45,2.0,22.987936,83.325468,Approved,1.54
FRA0406,Maharashtra,Nashik,Village_84,CFR,5.99,5.32,116.0,Gram Sabha,1.0,0.0,11.08,2.0,19.934218,73.872877,Approved,11.19
FRA0407,Madhya Pradesh,Balaghat,Village_56,IFR,7.71,7.31,82.0,DLC,0.0,0.0,8.28,2.0,21.93797,80.211558,Rejected,5.19
FRA0408,Jharkhand,Gumla,Village_43,CFR,3.72,3.39,94.0,SDLC,0.0,1.0,46.73,3.0,23.073346,84.573556,Approved,8.87
FRA0409,Maharashtra,Nashik,Village_17,CFR,7.37,6.68,103.0,Title Issued,1.0,1.0,68.83,1.0,19.915727,73.86477,Approved,9.36
FRA0410,Maharashtra,Gadchiroli,Village_66,CR,9.27,9.48,25.0,Gram Sabha,0.0,0.0,9.56,1.0,20.06371,79.89927,Approved,2.27
FRA0411,Madhya Pradesh,Dindori,Village_79,CR,6.89,6.98,112.0,SDLC,1.0,0.0,49.03,0.0,22.865745,81.020055,Approved,1.31
FRA0412,Madhya Pradesh,Balaghat,Village_23,CR,9.89,8.84,112.0,SDLC,0.0,0.0,43.03,2.0,21.709401,80.120166,Approved,10.62
FRA0413,Chhattisgarh,Bastar,Village_24,IFR,1.55,1.32,78.0,Gram Sabha,0.0,0.0,87.97,2.0,18.956761,82.064018,Rejected,14.84
FRA0414,Madhya Pradesh,Dindori,Village_9,CR,2.61,2.54,126.0,DLC,0.0,1.0,87.61,1.0,23.06797,80.947491,Approved,2.68
FRA0415,Maharashtra,Nandurbar,Village_3,IFR,8.32,8.09,170.0,SDLC,1.0,1.0,7.29,0.0,21.307813,74.294719,Approved,2.76
FRA0416,Jharkhand,Ranchi,Village_56,IFR,5.09,4.92,94.0,Title Issued,0.0,0.0,77.6,1.0,23.486455,85.447438,Pending,3.34
FRA0417,Chhattisgarh,Bastar,Village_86,CR,3.64,3.67,71.0,Title Issued,0.0,1.0,0.9,0.0,19.053478,82.006026,Pending,0.82
FRA0418,Maharashtra,Nashik,Village_2,CFR,2.32,2.25,36.0,Gram Sabha,0.0,0.0,53.41,1.0,19.992374,73.830267,Pending,3.02
FRA0419,Maharashtra,Gadchiroli,Village_76,CFR,4.06,4.22,160.0,Gram Sabha,1.0,1.0,64.95,3.0,20.134336,80.094496,Pending,3.94
FRA0420,Maharashtra,Gadchiroli,Village_62,CFR,5.96,6.01,68.0,Title Issued,1.0,1.0,50.01,1.0,20.244922,80.087024,Approved,0.84
FRA0421,Odisha,Mayurbhanj,Village_83,CFR,7.46,7.17,101.0,Title Issued,0.0,0.0,34.0,3.0,22.016585,86.6122,Rejected,3.89
FRA0422,Chhattisgarh,Kanker,Village_73,IFR,4.32,4.16,99.0,SDLC,1.0,1.0,0.15,3.0,20.390274,81.370789,Approved,3.7
FRA0423,Odisha,Mayurbhanj,Village_32,CFR,9.01,9.44,113.0,DLC,0.0,1.0,36.52,2.0,21.81108,86.745386,Approved,4.77
FRA0424,Odisha,Koraput,Village_75,CFR,4.19,3.58,109.0,Title Issued,1.0,1.0,50.94,1.0,18.787752,82.842512,Approved,14.56
FRA0425,Madhya Pradesh,Dindori,Village_76,IFR,3.22,3.03,151.0,SDLC,1.0,0.0,15.41,2.0,22.809553,81.025031,Rejected,5.9
FRA0426,Odisha,Mayurbhanj,Village_84,CFR,5.8,5.54,172.0,SDLC,0.0,1.0,52.52,3.0,21.93291,86.696448,Rejected,4.48
FRA0427,Chhattisgarh,Surguja,Village_24,IFR,1.75,1.7,29.0,SDLC,0.0,1.0,14.87,1.0,22.907658,83.275437,Rejected,2.86
FRA0428,Odisha,Koraput,Village_47,IFR,1.77,1.64,79.0,DLC,0.0,0.0,38.0,3.0,18.757999,82.638264,Pending,7.34
FRA0429,Madhya Pradesh,Dindori,Village_41,IFR,4.07,4.06,50.0,SDLC,1.0,1.0,53.91,3.0,22.912115,80.939735,Pending,0.25
FRA0430,Madhya Pradesh,Dindori,Village_63,CR,5.1,4.52,158.0,Gram Sabha,1.0,1.0,69.08,3.0,22.846747,81.146206,Pending,11.37
FRA0431,Madhya Pradesh,Balaghat,Village_85,CFR,8.02,8.07,27.0,Title Issued,0.0,1.0,17.28,2.0,21.895246,80.279456,Approved,0.62
FRA0432,Maharashtra,Gadchiroli,Village_50,IFR,7.28,6.26,105.0,Gram Sabha,0.0,1.0,2.38,2.0,20.084509,80.141812,Rejected,14.01
FRA0433,Madhya Pradesh,Balaghat,Village_67,CR,4.7,4.79,28.0,Title Issued,1.0,1.0,46.51,1.0,21.729737,80.141752,Approved,1.91
FRA0434,Maharashtra,Gadchiroli,Village_25,CFR,8.23,8.5,79.0,Title Issued,0.0,1.0,46.92,2.0,20.209646,80.072452,Rejected,3.28
FRA0435,Odisha,Keonjhar,Village_4,CR,2.2,1.91,77.0,Title Issued,1.0,1.0,25.28,0.0,21.536533,85.61257,Approved,13.18
FRA0436,Chhattisgarh,Kanker,Village_58,IFR,6.85,6.98,60.0,Title Issued,0.0,0.0,18.73,3.0,20.32706,81.434353,Rejected,1.9
FRA0437,Maharashtra,Gadchiroli,Village_79,CR,7.31,7.09,136.0,SDLC,1.0,1.0,12.92,1.0,20.114539,79.940211,Rejected,3.01
FRA0438,Odisha,Mayurbhanj,Village_5,IFR,1.86,1.76,74.0,DLC,1.0,1.0,87.63,0.0,21.971694,86.660254,Approved,5.38
FRA0439,Madhya Pradesh,Balaghat,Village_27,IFR,7.56,7.91,77.0,SDLC,1.0,1.0,39.69,3.0,21.758606,80.041141,Pending,4.63
FRA0440,Maharashtra,Gadchiroli,Village_56,CFR,3.56,3.52,93.0,Title Issued,0.0,0.0,79.02,3.0,20.240963,80.114461,Rejected,1.12
FRA0441,Odisha,Mayurbhanj,Village_17,CFR,3.99,3.9,85.0,Title Issued,0.0,0.0,79.07,0.0,21.889274,86.747948,Approved,2.26
FRA0442,Jharkhand,Ranchi,Village_44,CFR,6.75,6.21,35.0,DLC,1.0,1.0,73.14,3.0,23.30126,85.428051,Pending,8.0
FRA0443,Madhya Pradesh,Dindori,Village_45,CFR,5.96,5.11,128.0,Title Issued,1.0,1.0,35.89,3.0,23.058595,80.997757,Pending,14.26
FRA0444,Jharkhand,Gumla,Village_68,CR,5.03,5.04,174.0,Gram Sabha,0.0,1.0,8.55,3.0,23.05058,84.62383,Pending,0.2
FRA0445,Maharashtra,Nandurbar,Village_14,CFR,4.41,3.99,57.0,SDLC,0.0,1.0,12.81,3.0,21.386598,74.118355,Approved,9.52
FRA0446,Chhattisgarh,Kanker,Village_16,CR,9.54,8.25,75.0,Gram Sabha,0.0,0.0,38.98,1.0,20.173517,81.590999,Rejected,13.52
FRA0447,Odisha,Koraput,Village_30,CFR,9.5,4.2,280.0,SDLC,0.0,0.0,92.0,3.0,18.700915,82.640771,Pending,55.79
FRA0448,Chhattisgarh,Bastar,Village_57,IFR,7.24,7.55,128.0,Gram Sabha,0.0,0.0,65.47,3.0,19.033761,81.939221,Approved,4.28
FRA0449,Odisha,Keonjhar,Village_56,IFR,6.8,6.82,26.0,SDLC,1.0,0.0,51.39,3.0,21.529846,85.521099,Approved,0.29
FRA0450,Maharashtra,Gadchiroli,Village_82,IFR,7.7,6.57,67.0,Title Issued,1.0,0.0,27.17,2.0,20.173099,80.02501,Pending,14.68
FRA0451,Maharashtra,Nandurbar,Village_15,IFR,6.55,6.27,33.0,SDLC,0.0,1.0,51.4,2.0,21.370635,74.3605,Pending,4.27
FRA0452,Odisha,Keonjhar,Village_40,CFR,2.06,1.9,108.0,DLC,1.0,0.0,81.28,0.0,21.77552,85.46579,Rejected,7.77
FRA0453,Jharkhand,Gumla,Village_65,CR,1.51,1.31,109.0,DLC,0.0,1.0,67.15,2.0,23.174182,84.631721,Rejected,13.25
FRA0454,Chhattisgarh,Kanker,Village_70,CR,4.76,4.09,80.0,Title Issued,0.0,0.0,51.59,2.0,20.226299,81.478856,Rejected,14.08
FRA0455,Chhattisgarh,Kanker,Village_57,CFR,2.28,2.37,165.0,Title Issued,1.0,0.0,2.77,0.0,20.329551,81.390925,Pending,3.95
FRA0456,Chhattisgarh,Bastar,Village_82,CR,9.51,8.91,113.0,Gram Sabha,0.0,0.0,31.82,2.0,19.211689,82.08465,Rejected,6.31
FRA0457,Maharashtra,Gadchiroli,Village_39,CFR,8.5,8.07,80.0,DLC,0.0,0.0,49.89,1.0,20.166431,80.058254,Rejected,5.06
FRA0458,Chhattisgarh,Surguja,Village_97,CR,6.21,5.89,103.0,Gram Sabha,1.0,0.0,7.31,1.0,22.910299,83.073228,Pending,5.15
FRA0459,Odisha,Mayurbhanj,Village_46,CFR,6.99,6.99,52.0,DLC,0.0,1.0,9.88,2.0,21.97639,86.600027,Rejected,0.0
FRA0460,Odisha,Mayurbhanj,Village_36,CFR,8.95,8.27,59.0,Title Issued,0.0,1.0,41.46,0.0,21.781615,86.789909,Approved,7.6
FRA0461,Odisha,Mayurbhanj,Village_14,IFR,7.92,7.99,126.0,Title Issued,1.0,1.0,89.95,2.0,21.924509,86.799446,Pending,0.88
FRA0462,Jharkhand,Ranchi,Village_82,CR,1.71,1.63,158.0,Title Issued,0.0,1.0,4.01,2.0,23.291749,85.176445,Pending,4.68
FRA0463,Odisha,Mayurbhanj,Village_34,IFR,8.43,8.81,171.0,SDLC,1.0,1.0,37.86,3.0,21.929701,86.626357,Approved,4.51
FRA0464,Odisha,Koraput,Village_27,CR,6.52,6.45,111.0,Gram Sabha,1.0,0.0,48.52,1.0,18.889966,82.562984,Pending,1.07
FRA0465,Madhya Pradesh,Mandla,Village_56,CR,8.65,8.6,172.0,DLC,1.0,0.0,83.55,2.0,22.561356,80.488369,Approved,0.58
FRA0466,Chhattisgarh,Kanker,Village_58,CR,6.65,6.13,52.0,SDLC,0.0,1.0,40.22,1.0,20.210691,81.437114,Rejected,7.82
FRA0467,Madhya Pradesh,Dindori,Village_10,CR,9.4,8.56,60.0,Title Issued,0.0,1.0,11.63,2.0,22.831959,80.974291,Approved,8.94
FRA0468,Chhattisgarh,Kanker,Village_73,IFR,3.71,3.27,129.0,Gram Sabha,1.0,0.0,61.75,2.0,20.377105,81.568546,Approved,11.86
FRA0469,Jharkhand,Gumla,Village_60,CR,8.27,7.55,107.0,SDLC,0.0,1.0,18.56,0.0,23.033733,84.509045,Rejected,8.71
FRA0470,Chhattisgarh,Bastar,Village_13,IFR,5.9,6.1,39.0,SDLC,0.0,1.0,74.32,1.0,19.101028,82.022261,Pending,3.39
FRA0471,Maharashtra,Gadchiroli,Village_79,CFR,7.92,6.8,130.0,Title Issued,0.0,0.0,12.38,0.0,20.248056,79.910503,Pending,14.14
FRA0472,Madhya Pradesh,Mandla,Village_44,CR,4.99,4.74,46.0,Gram Sabha,0.0,1.0,35.2,0.0,22.508304,80.440077,Approved,5.01
FRA0473,Odisha,Koraput,Village_62,CR,8.88,7.55,24.0,Title Issued,1.0,1.0,44.18,1.0,18.739551,82.601266,Approved,14.98
FRA0474,Chhattisgarh,Bastar,Village_42,IFR,4.32,3.87,156.0,DLC,0.0,0.0,17.05,3.0,19.064693,82.015127,Rejected,10.42
FRA0475,Jharkhand,Gumla,Village_5,CFR,1.07,1.01,155.0,Gram Sabha,1.0,1.0,5.82,1.0,23.090628,84.676103,Approved,5.61
FRA0476,Chhattisgarh,Surguja,Village_92,IFR,9.85,10.21,86.0,Gram Sabha,1.0,0.0,59.12,0.0,22.849854,83.137642,Pending,3.65
FRA0477,Maharashtra,Nandurbar,Village_33,CR,5.85,6.11,109.0,SDLC,0.0,1.0,67.91,1.0,21.429329,74.151009,Approved,4.44
FRA0478,Madhya Pradesh,Mandla,Village_48,CFR,1.39,1.31,36.0,DLC,0.0,0.0,0.9,0.0,22.591325,80.292123,Rejected,5.76
FRA0479,Odisha,Koraput,Village_90,IFR,3.94,3.47,166.0,Gram Sabha,1.0,1.0,55.45,3.0,18.821552,82.824412,Approved,11.93
FRA0480,Madhya Pradesh,Mandla,Village_11,IFR,9.14,8.06,33.0,SDLC,1.0,1.0,0.91,3.0,22.672097,80.515894,Pending,11.82
FRA0481,Jharkhand,Gumla,Village_16,CFR,1.15,0.99,75.0,DLC,1.0,0.0,88.31,0.0,22.95692,84.496796,Pending,13.91
FRA0482,Maharashtra,Nandurbar,Village_82,CFR,1.51,1.36,142.0,DLC,0.0,0.0,48.37,3.0,21.262647,74.181011,Rejected,9.93
FRA0483,Maharashtra,Nashik,Village_8,CR,3.14,2.73,52.0,SDLC,0.0,0.0,60.0,2.0,20.075371,73.746693,Pending,13.06
FRA0484,Chhattisgarh,Kanker,Village_46,CFR,9.45,8.04,140.0,SDLC,1.0,0.0,85.84,1.0,20.266888,81.503008,Approved,14.92
FRA0485,Odisha,Keonjhar,Village_36,CR,3.11,2.92,27.0,Title Issued,0.0,1.0,33.78,2.0,21.52608,85.574903,Rejected,6.11
FRA0486,Madhya Pradesh,Dindori,Village_96,CFR,8.14,8.27,137.0,Gram Sabha,1.0,1.0,43.03,1.0,22.901217,80.936639,Approved,1.6
FRA0487,Madhya Pradesh,Dindori,Village_98,CFR,6.42,6.67,142.0,DLC,0.0,0.0,14.32,2.0,22.977702,80.977304,Rejected,3.89
FRA0488,Maharashtra,Gadchiroli,Village_75,IFR,2.99,2.98,30.0,DLC,1.0,1.0,27.21,1.0,20.324545,79.957989,Approved,0.33
FRA0489,Chhattisgarh,Bastar,Village_29,IFR,3.66,3.18,46.0,Gram Sabha,1.0,0.0,25.36,0.0,19.081661,81.95326,Pending,13.11
FRA0490,Jharkhand,Ranchi,Village_64,IFR,3.35,2.86,61.0,SDLC,0.0,0.0,39.68,1.0,23.272457,85.393345,Rejected,14.63
FRA0491,Madhya Pradesh,Balaghat,Village_51,CFR,6.12,6.17,57.0,SDLC,1.0,1.0,76.87,2.0,21.79152,80.155499,Pending,0.82
FRA0492,Jharkhand,Gumla,Village_36,CR,1.21,1.17,149.0,SDLC,1.0,1.0,43.1,1.0,22.94504,84.459277,Pending,3.31
FRA0493,Madhya Pradesh,Balaghat,Village_71,CFR,7.16,6.9,151.0,DLC,0.0,0.0,20.11,0.0,21.815517,80.078055,Approved,3.63
FRA0494,Chhattisgarh,Kanker,Village_21,CR,7.8,6.95,20.0,SDLC,1.0,1.0,7.68,2.0,20.193745,81.486938,Rejected,10.9
FRA0495,Maharashtra,Nashik,Village_88,CFR,9.99,10.15,138.0,DLC,1.0,0.0,44.98,1.0,20.090532,73.716542,Rejected,1.6
FRA0496,Jharkhand,Simdega,Village_13,CFR,9.72,8.5,152.0,Title Issued,0.0,0.0,75.11,1.0,22.536208,84.661423,Approved,12.55
FRA0497,Maharashtra,Gadchiroli,Village_28,CFR,7.82,6.83,119.0,Gram Sabha,1.0,1.0,77.24,3.0,20.285064,80.004058,Rejected,12.66
FRA0498,Madhya Pradesh,Dindori,Village_40,CR,3.86,3.69,21.0,SDLC,0.0,0.0,2.07,2.0,22.941006,81.02071,Pending,4.4
FRA0499,Odisha,Mayurbhanj,Village_100,CFR,5.44,4.83,92.0,Gram Sabha,1.0,0.0,38.09,2.0,21.963126,86.624532,Rejected,11.21
FRA0500,Jharkhand,Gumla,Village_23,IFR,6.24,5.61,67.0,Title Issued,0.0,0.0,69.02,2.0,23.102225,84.64748,Pending,10.1
FRA0501,Odisha,Koraput,Village_28,CR,7.02,6.85,83.0,SDLC,1.0,1.0,80.54,2.0,18.759816,82.780325,Approved,2.42
FRA0502,Madhya Pradesh,Dindori,Village_17,IFR,7.35,7.4,22.0,SDLC,1.0,1.0,69.69,2.0,22.918456,81.096043,Approved,0.68
FRA0503,Madhya Pradesh,Balaghat,Village_47,CR,6.55,6.51,72.0,SDLC,0.0,1.0,39.72,3.0,21.746248,80.043807,Rejected,0.61
FRA0504,Madhya Pradesh,Dindori,Village_37,IFR,8.02,7.7,61.0,Gram Sabha,0.0,0.0,28.74,2.0,22.865934,81.112289,Approved,3.99
FRA0505,Maharashtra,Nandurbar,Village_52,IFR,4.75,4.7,91.0,Gram Sabha,1.0,1.0,64.14,0.0,21.479855,74.143876,Rejected,1.05
FRA0506,Chhattisgarh,Surguja,Village_58,CFR,2.44,2.14,122.0,Title Issued,0.0,0.0,21.23,2.0,22.769533,83.054341,Pending,12.3
FRA0507,Chhattisgarh,Kanker,Village_63,IFR,5.26,4.63,85.0,DLC,0.0,1.0,58.72,2.0,20.195816,81.426147,Approved,11.98
FRA0508,Madhya Pradesh,Balaghat,Village_9,IFR,7.83,6.88,151.0,DLC,0.0,0.0,81.19,0.0,21.837361,80.055101,Rejected,12.13
FRA0509,Chhattisgarh,Bastar,Village_23,CFR,1.03,0.93,169.0,SDLC,0.0,1.0,57.08,0.0,19.039401,81.920466,Approved,9.71
FRA0510,Madhya Pradesh,Mandla,Village_54,CR,5.67,5.57,90.0,Title Issued,1.0,1.0,72.37,1.0,22.652302,80.244576,Approved,1.76
FRA0511,Jharkhand,Gumla,Village_28,CFR,4.94,4.78,98.0,Gram Sabha,1.0,0.0,29.55,1.0,23.170447,84.39574,Approved,3.24
FRA0512,Madhya Pradesh,Balaghat,Village_74,CFR,1.21,1.03,60.0,Title Issued,1.0,0.0,9.42,0.0,21.793432,80.32266,Approved,14.88
FRA0513,Chhattisgarh,Surguja,Village_44,CFR,2.65,2.52,38.0,Title Issued,1.0,0.0,8.93,3.0,22.843072,83.27708,Approved,4.91
FRA0514,Chhattisgarh,Kanker,Village_4,IFR,6.89,7.14,88.0,SDLC,0.0,0.0,60.44,1.0,20.386921,81.562838,Approved,3.63
FRA0515,Jharkhand,Gumla,Village_20,IFR,5.64,5.31,88.0,Title Issued,1.0,0.0,49.21,0.0,23.03011,84.447085,Rejected,5.85
FRA0516,Madhya Pradesh,Balaghat,Village_49,CFR,1.04,1.08,151.0,DLC,0.0,1.0,55.61,2.0,21.842245,80.035112,Pending,3.85
FRA0517,Jharkhand,Simdega,Village_34,IFR,4.71,4.72,40.0,Title Issued,1.0,1.0,28.27,3.0,22.508189,84.59061,Pending,0.21
