claim_id,state,district,risk_score,risk_level,priority,decision_brief
FRA0543,Maharashtra,Gadchiroli,0,LOW,Normal,"Claim FRA0543 from Gadchiroli, Maharashtra has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0544,Chhattisgarh,Kanker,15,LOW,Normal,"Claim FRA0544 from Kanker, Chhattisgarh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0545,Jharkhand,Ranchi,15,LOW,Normal,"Claim FRA0545 from Ranchi, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0546,Madhya Pradesh,Balaghat,5,LOW,Normal,"Claim FRA0546 from Balaghat, Madhya Pradesh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0547,Jharkhand,Ranchi,15,LOW,Normal,"Claim FRA0547 from Ranchi, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0548,Jharkhand,Ranchi,0,LOW,Normal,"Claim FRA0548 from Ranchi, Jharkhand has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0549,Maharashtra,Nashik,30,LOW,Normal,"Claim FRA0549 from Nashik, Maharashtra has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0550,Jharkhand,Ranchi,5,LOW,Normal,"Claim FRA0550 from Ranchi, Jharkhand has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0551,Chhattisgarh,Bastar,5,LOW,Normal,"Claim FRA0551 from Bastar, Chhattisgarh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0552,Odisha,Koraput,30,LOW,Normal,"Claim FRA0552 from Koraput, Odisha has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0553,Jharkhand,Ranchi,5,LOW,Normal,"Claim FRA0553 from Ranchi, Jharkhand has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0554,Maharashtra,Nandurbar,25,LOW,Normal,"Claim FRA0554 from Nandurbar, Maharashtra has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0555,Odisha,Mayurbhanj,5,LOW,Normal,"Claim FRA0555 from Mayurbhanj, Odisha has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0556,Madhya Pradesh,Dindori,30,LOW,Normal,"Claim FRA0556 from Dindori, Madhya Pradesh has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0557,Odisha,Keonjhar,30,LOW,Normal,"Claim FRA0557 from Keonjhar, Odisha has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0558,Odisha,Koraput,25,LOW,Normal,"Claim FRA0558 from Koraput, Odisha has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0559,Odisha,Mayurbhanj,40,MEDIUM,Moderate,"Claim FRA0559 from Mayurbhanj, Odisha has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0560,Chhattisgarh,Bastar,20,LOW,Normal,"Claim FRA0560 from Bastar, Chhattisgarh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0561,Jharkhand,Ranchi,45,MEDIUM,Moderate,"Claim FRA0561 from Ranchi, Jharkhand has a risk score of 45/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0562,Madhya Pradesh,Mandla,0,LOW,Normal,"Claim FRA0562 from Mandla, Madhya Pradesh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0563,Odisha,Keonjhar,0,LOW,Normal,"Claim FRA0563 from Keonjhar, Odisha has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0564,Odisha,Koraput,30,LOW,Normal,"Claim FRA0564 from Koraput, Odisha has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0565,Jharkhand,Ranchi,15,LOW,Normal,"Claim FRA0565 from Ranchi, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0566,Jharkhand,Gumla,0,LOW,Normal,"Claim FRA0566 from Gumla, Jharkhand has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0567,Chhattisgarh,Bastar,45,MEDIUM,Moderate,"Claim FRA0567 from Bastar, Chhattisgarh has a risk score of 45/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0568,Maharashtra,Gadchiroli,20,LOW,Normal,"Claim FRA0568 from Gadchiroli, Maharashtra has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0569,Jharkhand,Gumla,35,MEDIUM,Moderate,"Claim FRA0569 from Gumla, Jharkhand has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | Moderate claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0570,Maharashtra,Nashik,30,LOW,Normal,"Claim FRA0570 from Nashik, Maharashtra has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0571,Chhattisgarh,Bastar,45,MEDIUM,Moderate,"Claim FRA0571 from Bastar, Chhattisgarh has a risk score of 45/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0572,Chhattisgarh,Bastar,5,LOW,Normal,"Claim FRA0572 from Bastar, Chhattisgarh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0573,Chhattisgarh,Kanker,0,LOW,Normal,"Claim FRA0573 from Kanker, Chhattisgarh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0574,Odisha,Keonjhar,30,LOW,Normal,"Claim FRA0574 from Keonjhar, Odisha has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0575,Chhattisgarh,Surguja,15,LOW,Normal,"Claim FRA0575 from Surguja, Chhattisgarh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0576,Odisha,Koraput,25,LOW,Normal,"Claim FRA0576 from Koraput, Odisha has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0577,Odisha,Keonjhar,0,LOW,Normal,"Claim FRA0577 from Keonjhar, Odisha has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0578,Maharashtra,Nashik,40,MEDIUM,Moderate,"Claim FRA0578 from Nashik, Maharashtra has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0579,Chhattisgarh,Kanker,20,LOW,Normal,"Claim FRA0579 from Kanker, Chhattisgarh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0580,Madhya Pradesh,Dindori,0,LOW,Normal,"Claim FRA0580 from Dindori, Madhya Pradesh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0581,Madhya Pradesh,Dindori,0,LOW,Normal,"Claim FRA0581 from Dindori, Madhya Pradesh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0582,Odisha,Mayurbhanj,0,LOW,Normal,"Claim FRA0582 from Mayurbhanj, Odisha has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0583,Maharashtra,Nashik,40,MEDIUM,Moderate,"Claim FRA0583 from Nashik, Maharashtra has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0584,Madhya Pradesh,Dindori,25,LOW,Normal,"Claim FRA0584 from Dindori, Madhya Pradesh has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0585,Madhya Pradesh,Dindori,30,LOW,Normal,"Claim FRA0585 from Dindori, Madhya Pradesh has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0586,Maharashtra,Gadchiroli,20,LOW,Normal,"Claim FRA0586 from Gadchiroli, Maharashtra has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0587,Odisha,Mayurbhanj,15,LOW,Normal,"Claim FRA0587 from Mayurbhanj, Odisha has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0588,Jharkhand,Gumla,20,LOW,Normal,"Claim FRA0588 from Gumla, Jharkhand has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0589,Maharashtra,Nandurbar,20,LOW,Normal,"Claim FRA0589 from Nandurbar, Maharashtra has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0590,Odisha,Koraput,15,LOW,Normal,"Claim FRA0590 from Koraput, Odisha has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0591,Jharkhand,Simdega,15,LOW,Normal,"Claim FRA0591 from Simdega, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0592,Chhattisgarh,Bastar,15,LOW,Normal,"Claim FRA0592 from Bastar, Chhattisgarh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0593,Odisha,Mayurbhanj,25,LOW,Normal,"Claim FRA0593 from Mayurbhanj, Odisha has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0594,Odisha,Mayurbhanj,20,LOW,Normal,"Claim FRA0594 from Mayurbhanj, Odisha has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0595,Maharashtra,Nandurbar,20,LOW,Normal,"Claim FRA0595 from Nandurbar, Maharashtra has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0596,Odisha,Keonjhar,20,LOW,Normal,"Claim FRA0596 from Keonjhar, Odisha has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0597,Odisha,Mayurbhanj,55,HIGH,High,"Claim FRA0597 from Mayurbhanj, Odisha has a risk score of 55/100 (HIGH). This claim shows significant risk indicators and should be reviewed by the concerned authority. Key factors: Long processing delay | High claim overlap | Multiple previous rejections | ML anomaly detected. Recommended action: Review claim documents and processing history. Final decision must be made by the authorized official."
FRA0598,Odisha,Keonjhar,25,LOW,Normal,"Claim FRA0598 from Keonjhar, Odisha has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0599,Odisha,Koraput,0,LOW,Normal,"Claim FRA0599 from Koraput, Odisha has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0600,Maharashtra,Nandurbar,20,LOW,Normal,"Claim FRA0600 from Nandurbar, Maharashtra has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0601,Chhattisgarh,Kanker,5,LOW,Normal,"Claim FRA0601 from Kanker, Chhattisgarh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0602,Maharashtra,Gadchiroli,5,LOW,Normal,"Claim FRA0602 from Gadchiroli, Maharashtra has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0603,Jharkhand,Ranchi,15,LOW,Normal,"Claim FRA0603 from Ranchi, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0604,Chhattisgarh,Bastar,20,LOW,Normal,"Claim FRA0604 from Bastar, Chhattisgarh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0605,Madhya Pradesh,Dindori,25,LOW,Normal,"Claim FRA0605 from Dindori, Madhya Pradesh has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0606,Chhattisgarh,Kanker,45,MEDIUM,Moderate,"Claim FRA0606 from Kanker, Chhattisgarh has a risk score of 45/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0607,Maharashtra,Nandurbar,30,LOW,Normal,"Claim FRA0607 from Nandurbar, Maharashtra has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0608,Jharkhand,Simdega,5,LOW,Normal,"Claim FRA0608 from Simdega, Jharkhand has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0609,Maharashtra,Nashik,5,LOW,Normal,"Claim FRA0609 from Nashik, Maharashtra has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0610,Jharkhand,Ranchi,5,LOW,Normal,"Claim FRA0610 from Ranchi, Jharkhand has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0611,Chhattisgarh,Kanker,20,LOW,Normal,"Claim FRA0611 from Kanker, Chhattisgarh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0612,Jharkhand,Gumla,15,LOW,Normal,"Claim FRA0612 from Gumla, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0613,Odisha,Koraput,0,LOW,Normal,"Claim FRA0613 from Koraput, Odisha has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0614,Odisha,Mayurbhanj,30,LOW,Normal,"Claim FRA0614 from Mayurbhanj, Odisha has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0615,Odisha,Mayurbhanj,15,LOW,Normal,"Claim FRA0615 from Mayurbhanj, Odisha has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0616,Maharashtra,Nashik,20,LOW,Normal,"Claim FRA0616 from Nashik, Maharashtra has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0617,Jharkhand,Ranchi,5,LOW,Normal,"Claim FRA0617 from Ranchi, Jharkhand has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0618,Jharkhand,Ranchi,25,LOW,Normal,"Claim FRA0618 from Ranchi, Jharkhand has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0619,Maharashtra,Gadchiroli,0,LOW,Normal,"Claim FRA0619 from Gadchiroli, Maharashtra has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0620,Chhattisgarh,Bastar,15,LOW,Normal,"Claim FRA0620 from Bastar, Chhattisgarh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0621,Madhya Pradesh,Mandla,25,LOW,Normal,"Claim FRA0621 from Mandla, Madhya Pradesh has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0622,Chhattisgarh,Surguja,5,LOW,Normal,"Claim FRA0622 from Surguja, Chhattisgarh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0623,Madhya Pradesh,Dindori,5,LOW,Normal,"Claim FRA0623 from Dindori, Madhya Pradesh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0624,Madhya Pradesh,Dindori,25,LOW,Normal,"Claim FRA0624 from Dindori, Madhya Pradesh has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0625,Chhattisgarh,Bastar,15,LOW,Normal,"Claim FRA0625 from Bastar, Chhattisgarh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0626,Jharkhand,Simdega,30,LOW,Normal,"Claim FRA0626 from Simdega, Jharkhand has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0627,Maharashtra,Nashik,0,LOW,Normal,"Claim FRA0627 from Nashik, Maharashtra has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0628,Chhattisgarh,Surguja,35,MEDIUM,Moderate,"Claim FRA0628 from Surguja, Chhattisgarh has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: High claim overlap | ML anomaly detected. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0629,Jharkhand,Simdega,15,LOW,Normal,"Claim FRA0629 from Simdega, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections | ML anomaly detected. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0630,Maharashtra,Nashik,0,LOW,Normal,"Claim FRA0630 from Nashik, Maharashtra has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0631,Madhya Pradesh,Mandla,15,LOW,Normal,"Claim FRA0631 from Mandla, Madhya Pradesh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0632,Madhya Pradesh,Dindori,20,LOW,Normal,"Claim FRA0632 from Dindori, Madhya Pradesh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0633,Jharkhand,Ranchi,30,LOW,Normal,"Claim FRA0633 from Ranchi, Jharkhand has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0634,Chhattisgarh,Surguja,40,MEDIUM,Moderate,"Claim FRA0634 from Surguja, Chhattisgarh has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: High claim overlap | Multiple previous rejections | ML anomaly detected. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0635,Jharkhand,Ranchi,25,LOW,Normal,"Claim FRA0635 from Ranchi, Jharkhand has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0636,Chhattisgarh,Kanker,5,LOW,Normal,"Claim FRA0636 from Kanker, Chhattisgarh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0637,Madhya Pradesh,Mandla,0,LOW,Normal,"Claim FRA0637 from Mandla, Madhya Pradesh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0638,Odisha,Koraput,25,LOW,Normal,"Claim FRA0638 from Koraput, Odisha has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0639,Chhattisgarh,Kanker,5,LOW,Normal,"Claim FRA0639 from Kanker, Chhattisgarh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0640,Odisha,Keonjhar,20,LOW,Normal,"Claim FRA0640 from Keonjhar, Odisha has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0641,Odisha,Koraput,20,LOW,Normal,"Claim FRA0641 from Koraput, Odisha has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0642,Madhya Pradesh,Balaghat,15,LOW,Normal,"Claim FRA0642 from Balaghat, Madhya Pradesh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0643,Jharkhand,Ranchi,35,MEDIUM,Moderate,"Claim FRA0643 from Ranchi, Jharkhand has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | Moderate claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0644,Jharkhand,Ranchi,15,LOW,Normal,"Claim FRA0644 from Ranchi, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0645,Maharashtra,Nandurbar,15,LOW,Normal,"Claim FRA0645 from Nandurbar, Maharashtra has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0646,Maharashtra,Nashik,5,LOW,Normal,"Claim FRA0646 from Nashik, Maharashtra has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0647,Jharkhand,Simdega,30,LOW,Normal,"Claim FRA0647 from Simdega, Jharkhand has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0648,Madhya Pradesh,Balaghat,35,MEDIUM,Moderate,"Claim FRA0648 from Balaghat, Madhya Pradesh has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | Moderate claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0649,Madhya Pradesh,Dindori,15,LOW,Normal,"Claim FRA0649 from Dindori, Madhya Pradesh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
