claim_id,state,district,risk_score,risk_level,reasons,recommended_action
FRA0607,Maharashtra,Nandurbar,30,LOW,High claim overlap | Multiple previous rejections,No immediate action required
FRA0608,Jharkhand,Simdega,5,LOW,Multiple previous rejections,No immediate action required
FRA0609,Maharashtra,Nashik,5,LOW,Multiple previous rejections,No immediate action required
FRA0610,Jharkhand,Ranchi,5,LOW,Multiple previous rejections,No immediate action required
FRA0611,Chhattisgarh,Kanker,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0612,Jharkhand,Gumla,15,LOW,Long processing delay,No immediate action required
FRA0613,Odisha,Koraput,0,LOW,,No immediate action required
FRA0614,Odisha,Mayurbhanj,30,LOW,Long processing delay | Moderate claim overlap,No immediate action required
FRA0615,Odisha,Mayurbhanj,15,LOW,Moderate claim overlap,No immediate action required
FRA0616,Maharashtra,Nashik,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0617,Jharkhand,Ranchi,5,LOW,Multiple previous rejections,No immediate action required
FRA0618,Jharkhand,Ranchi,25,LOW,High claim overlap,No immediate action required
FRA0619,Maharashtra,Gadchiroli,0,LOW,,No immediate action required
FRA0620,Chhattisgarh,Bastar,15,LOW,Moderate claim overlap,No immediate action required
FRA0621,Madhya Pradesh,Mandla,25,LOW,High claim overlap,No immediate action required
FRA0622,Chhattisgarh,Surguja,5,LOW,Multiple previous rejections,No immediate action required
FRA0623,Madhya Pradesh,Dindori,5,LOW,Multiple previous rejections,No immediate action required
FRA0624,Madhya Pradesh,Dindori,25,LOW,High claim overlap,No immediate action required
FRA0625,Chhattisgarh,Bastar,15,LOW,Moderate claim overlap,No immediate action required
FRA0626,Jharkhand,Simdega,30,LOW,Long processing delay | Moderate claim overlap,No immediate action required
FRA0627,Maharashtra,Nashik,0,LOW,,No immediate action required
FRA0628,Chhattisgarh,Surguja,35,MEDIUM,High claim overlap | ML anomaly detected,Perform additional document verification
FRA0629,Jharkhand,Simdega,15,LOW,Multiple previous rejections | ML anomaly detected,No immediate action required
FRA0630,Maharashtra,Nashik,0,LOW,,No immediate action required
FRA0631,Madhya Pradesh,Mandla,15,LOW,Long processing delay,No immediate action required
FRA0632,Madhya Pradesh,Dindori,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0633,Jharkhand,Ranchi,30,LOW,Long processing delay | Moderate claim overlap,No immediate action required
FRA0634,Chhattisgarh,Surguja,40,MEDIUM,High claim overlap | Multiple previous rejections | ML anomaly detected,Perform additional document verification
FRA0635,Jharkhand,Ranchi,25,LOW,High claim overlap,No immediate action required
FRA0636,Chhattisgarh,Kanker,5,LOW,Multiple previous rejections,No immediate action required
FRA0637,Madhya Pradesh,Mandla,0,LOW,,No immediate action required
FRA0638,Odisha,Koraput,25,LOW,High claim overlap,No immediate action required
FRA0639,Chhattisgarh,Kanker,5,LOW,Multiple previous rejections,No immediate action required
FRA0640,Odisha,Keonjhar,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0641,Odisha,Koraput,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0642,Madhya Pradesh,Balaghat,15,LOW,Moderate claim overlap,No immediate action required
FRA0643,Jharkhand,Ranchi,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,Perform additional document verification
FRA0644,Jharkhand,Ranchi,15,LOW,Moderate claim overlap,No immediate action required
FRA0645,Maharashtra,Nandurbar,15,LOW,Moderate claim overlap,No immediate action required
FRA0646,Maharashtra,Nashik,5,LOW,Multiple previous rejections,No immediate action required
FRA0647,Jharkhand,Simdega,30,LOW,High claim overlap | Multiple previous rejections,No immediate action required
FRA0648,Madhya Pradesh,Balaghat,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,Perform additional document verification
FRA0649,Madhya Pradesh,Dindori,15,LOW,Long processing delay,No immediate action required
FRA0650,Jharkhand,Gumla,15,LOW,Long processing delay,No immediate action required
FRA0651,Madhya Pradesh,Mandla,5,LOW,Multiple previous rejections,No immediate action required
FRA0652,Madhya Pradesh,Mandla,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,Perform additional document verification
FRA0653,Odisha,Mayurbhanj,25,LOW,High claim overlap,No immediate action required
FRA0654,Maharashtra,Nashik,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,Perform additional document verification
FRA0655,Chhattisgarh,Bastar,40,MEDIUM,High claim overlap | Multiple previous rejections | ML anomaly detected,Perform additional document verification
FRA0656,Maharashtra,Nashik,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,Perform additional document verification
FRA0657,Maharashtra,Nandurbar,15,LOW,Moderate claim overlap,No immediate action required
FRA0658,Madhya Pradesh,Mandla,15,LOW,Multiple previous rejections | ML anomaly detected,No immediate action required
FRA0659,Chhattisgarh,Kanker,0,LOW,,No immediate action required
FRA0660,Jharkhand,Simdega,0,LOW,,No immediate action required
FRA0661,Maharashtra,Nandurbar,15,LOW,Moderate claim overlap,No immediate action required
FRA0662,Chhattisgarh,Surguja,40,MEDIUM,Long processing delay | High claim overlap,Perform additional document verification
FRA0663,Jharkhand,Ranchi,40,MEDIUM,Long processing delay | High claim overlap,Perform additional document verification
FRA0664,Madhya Pradesh,Balaghat,5,LOW,Multiple previous rejections,No immediate action required
FRA0665,Chhattisgarh,Bastar,0,LOW,,No immediate action required
FRA0666,Madhya Pradesh,Mandla,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,Perform additional document verification
FRA0667,Jharkhand,Simdega,0,LOW,,No immediate action required
FRA0668,Chhattisgarh,Kanker,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0669,Madhya Pradesh,Dindori,40,MEDIUM,Long processing delay | High claim overlap,Perform additional document verification
FRA0670,Chhattisgarh,Bastar,15,LOW,Long processing delay,No immediate action required
FRA0671,Madhya Pradesh,Mandla,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0672,Chhattisgarh,Kanker,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0673,Odisha,Koraput,30,LOW,High claim overlap | Multiple previous rejections,No immediate action required
FRA0674,Jharkhand,Ranchi,5,LOW,Multiple previous rejections,No immediate action required
FRA0675,Odisha,Koraput,5,LOW,Multiple previous rejections,No immediate action required
FRA0676,Odisha,Keonjhar,15,LOW,Moderate claim overlap,No immediate action required
FRA0677,Madhya Pradesh,Balaghat,40,MEDIUM,Long processing delay | High claim overlap,Perform additional document verification
FRA0678,Chhattisgarh,Kanker,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0679,Madhya Pradesh,Dindori,15,LOW,Moderate claim overlap,No immediate action required
FRA0680,Jharkhand,Simdega,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,Perform additional document verification
FRA0681,Jharkhand,Simdega,0,LOW,,No immediate action required
FRA0682,Chhattisgarh,Surguja,5,LOW,Multiple previous rejections,No immediate action required
FRA0683,Odisha,Mayurbhanj,30,LOW,Long processing delay | Moderate claim overlap,No immediate action required
FRA0684,Jharkhand,Gumla,25,LOW,High claim overlap,No immediate action required
FRA0685,Maharashtra,Nashik,0,LOW,,No immediate action required
FRA0686,Odisha,Mayurbhanj,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0687,Chhattisgarh,Bastar,40,MEDIUM,Long processing delay | High claim overlap,Perform additional document verification
FRA0688,Chhattisgarh,Surguja,0,LOW,,No immediate action required
FRA0689,Madhya Pradesh,Mandla,5,LOW,Multiple previous rejections,No immediate action required
FRA0690,Odisha,Keonjhar,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0691,Maharashtra,Nashik,25,LOW,High claim overlap,No immediate action required
FRA0692,Maharashtra,Nandurbar,30,LOW,High claim overlap | Multiple previous rejections,No immediate action required
FRA0693,Maharashtra,Gadchiroli,0,LOW,,No immediate action required
FRA0694,Odisha,Koraput,0,LOW,,No immediate action required
FRA0695,Odisha,Keonjhar,15,LOW,Moderate claim overlap,No immediate action required
FRA0696,Odisha,Keonjhar,15,LOW,Moderate claim overlap,No immediate action required
FRA0697,Jharkhand,Gumla,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0698,Chhattisgarh,Bastar,25,LOW,High claim overlap,No immediate action required
FRA0699,Odisha,Mayurbhanj,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0700,Chhattisgarh,Bastar,30,LOW,High claim overlap | Multiple previous rejections,No immediate action required
FRA0701,Maharashtra,Nashik,0,LOW,,No immediate action required
FRA0702,Odisha,Mayurbhanj,0,LOW,,No immediate action required
FRA0703,Odisha,Mayurbhanj,30,LOW,High claim overlap | Multiple previous rejections,No immediate action required
FRA0704,Chhattisgarh,Surguja,0,LOW,,No immediate action required
FRA0705,Maharashtra,Nashik,0,LOW,,No immediate action required
FRA0706,Odisha,Mayurbhanj,40,MEDIUM,Long processing delay | High claim overlap,Perform additional document verification
FRA0707,Chhattisgarh,Kanker,30,LOW,High claim overlap | Multiple previous rejections,No immediate action required
FRA0708,Odisha,Keonjhar,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0709,Odisha,Mayurbhanj,30,LOW,Long processing delay | Moderate claim overlap,No immediate action required
FRA0710,Madhya Pradesh,Dindori,15,LOW,Long processing delay,No immediate action required
FRA0711,Madhya Pradesh,Balaghat,45,MEDIUM,Long processing delay | High claim overlap | Multiple previous rejections,Perform additional document verification
FRA0712,Jharkhand,Gumla,30,LOW,Long processing delay | Moderate claim overlap,No immediate action required
FRA0713,Chhattisgarh,Surguja,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,Perform additional document verification
FRA0714,Chhattisgarh,Surguja,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,Perform additional document verification
FRA0715,Chhattisgarh,Bastar,15,LOW,Long processing delay,No immediate action required
FRA0716,Jharkhand,Simdega,15,LOW,Moderate claim overlap,No immediate action required
FRA0717,Maharashtra,Nashik,15,LOW,Long processing delay,No immediate action required
FRA0718,Jharkhand,Simdega,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0719,Jharkhand,Gumla,0,LOW,,No immediate action required
FRA0720,Maharashtra,Nandurbar,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0721,Chhattisgarh,Kanker,30,LOW,Long processing delay | Moderate claim overlap,No immediate action required
FRA0722,Maharashtra,Gadchiroli,0,LOW,,No immediate action required
FRA0723,Odisha,Koraput,10,LOW,ML anomaly detected,No immediate action required
FRA0724,Madhya Pradesh,Mandla,30,LOW,Long processing delay | Moderate claim overlap,No immediate action required
FRA0725,Jharkhand,Gumla,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0726,Maharashtra,Nandurbar,15,LOW,Moderate claim overlap,No immediate action required
FRA0727,Odisha,Koraput,0,LOW,,No immediate action required
FRA0728,Madhya Pradesh,Balaghat,45,MEDIUM,Long processing delay | High claim overlap | Multiple previous rejections,Perform additional document verification
FRA0729,Chhattisgarh,Bastar,30,LOW,Long processing delay | Multiple previous rejections | ML anomaly detected,No immediate action required
FRA0730,Madhya Pradesh,Mandla,5,LOW,Multiple previous rejections,No immediate action required
FRA0731,Chhattisgarh,Bastar,45,MEDIUM,Long processing delay | High claim overlap | Multiple previous rejections,Perform additional document verification
FRA0732,Chhattisgarh,Surguja,5,LOW,Multiple previous rejections,No immediate action required
FRA0733,Chhattisgarh,Bastar,25,LOW,High claim overlap,No immediate action required
FRA0734,Jharkhand,Ranchi,15,LOW,Long processing delay,No immediate action required
FRA0735,Odisha,Keonjhar,45,MEDIUM,Long processing delay | High claim overlap | Multiple previous rejections,Perform additional document verification
FRA0736,Odisha,Mayurbhanj,15,LOW,Long processing delay,No immediate action required
FRA0737,Maharashtra,Gadchiroli,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0738,Madhya Pradesh,Balaghat,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0739,Madhya Pradesh,Balaghat,30,LOW,Long processing delay | Moderate claim overlap,No immediate action required
FRA0740,Odisha,Koraput,15,LOW,Long processing delay,No immediate action required
FRA0741,Chhattisgarh,Kanker,15,LOW,Moderate claim overlap,No immediate action required
FRA0742,Chhattisgarh,Kanker,30,LOW,High claim overlap | Multiple previous rejections,No immediate action required
FRA0743,Madhya Pradesh,Mandla,5,LOW,Multiple previous rejections,No immediate action required
FRA0744,Odisha,Mayurbhanj,45,MEDIUM,Long processing delay | High claim overlap | Multiple previous rejections,Perform additional document verification
FRA0745,Jharkhand,Simdega,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,Perform additional document verification
FRA0746,Madhya Pradesh,Dindori,15,LOW,Long processing delay,No immediate action required
FRA0747,Maharashtra,Gadchiroli,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,Perform additional document verification
FRA0748,Jharkhand,Ranchi,0,LOW,,No immediate action required
FRA0749,Madhya Pradesh,Dindori,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,Perform additional document verification
FRA0750,Madhya Pradesh,Dindori,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0751,Chhattisgarh,Surguja,15,LOW,Moderate claim overlap,No immediate action required
FRA0752,Jharkhand,Simdega,15,LOW,Moderate claim overlap,No immediate action required
FRA0753,Chhattisgarh,Surguja,30,LOW,Long processing delay | Moderate claim overlap,No immediate action required
FRA0754,Chhattisgarh,Kanker,45,MEDIUM,Long processing delay | High claim overlap | Multiple previous rejections,Perform additional document verification
FRA0755,Maharashtra,Gadchiroli,30,LOW,High claim overlap | Multiple previous rejections,No immediate action required
FRA0756,Maharashtra,Nandurbar,0,LOW,,No immediate action required
FRA0757,Odisha,Mayurbhanj,15,LOW,Moderate claim overlap,No immediate action required
FRA0758,Maharashtra,Nashik,30,LOW,High claim overlap | Multiple previous rejections,No immediate action required
FRA0759,Madhya Pradesh,Dindori,25,LOW,High claim overlap,No immediate action required
FRA0760,Odisha,Koraput,15,LOW,Moderate claim overlap,No immediate action required
FRA0761,Odisha,Mayurbhanj,0,LOW,,No immediate action required
FRA0762,Jharkhand,Ranchi,5,LOW,Multiple previous rejections,No immediate action required
FRA0763,Chhattisgarh,Kanker,50,MEDIUM,Long processing delay | High claim overlap | ML anomaly detected,Perform additional document verification
FRA0764,Madhya Pradesh,Balaghat,5,LOW,Multiple previous rejections,No immediate action required
FRA0765,Jharkhand,Ranchi,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0766,Madhya Pradesh,Mandla,0,LOW,,No immediate action required
FRA0767,Chhattisgarh,Kanker,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,Perform additional document verification
FRA0768,Madhya Pradesh,Mandla,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0769,Jharkhand,Ranchi,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0770,Madhya Pradesh,Balaghat,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0771,Maharashtra,Gadchiroli,30,LOW,High claim overlap | Multiple previous rejections,No immediate action required
FRA0772,Jharkhand,Simdega,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0773,Chhattisgarh,Bastar,5,LOW,Multiple previous rejections,No immediate action required
FRA0774,Jharkhand,Simdega,30,LOW,High claim overlap | Multiple previous rejections,No immediate action required
FRA0775,Maharashtra,Nashik,25,LOW,High claim overlap,No immediate action required
FRA0776,Maharashtra,Gadchiroli,15,LOW,Multiple previous rejections | ML anomaly detected,No immediate action required
FRA0777,Chhattisgarh,Kanker,0,LOW,,No immediate action required
FRA0778,Maharashtra,Nashik,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0779,Maharashtra,Gadchiroli,15,LOW,Moderate claim overlap,No immediate action required
FRA0780,Maharashtra,Nandurbar,0,LOW,,No immediate action required
FRA0781,Madhya Pradesh,Dindori,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,Perform additional document verification
FRA0782,Odisha,Keonjhar,10,LOW,ML anomaly detected,No immediate action required
FRA0783,Odisha,Mayurbhanj,5,LOW,Multiple previous rejections,No immediate action required
FRA0784,Odisha,Mayurbhanj,15,LOW,Long processing delay,No immediate action required
FRA0785,Maharashtra,Nandurbar,25,LOW,High claim overlap,No immediate action required
FRA0786,Jharkhand,Ranchi,15,LOW,Long processing delay,No immediate action required
FRA0787,Chhattisgarh,Kanker,0,LOW,,No immediate action required
FRA0788,Jharkhand,Ranchi,0,LOW,,No immediate action required
FRA0789,Odisha,Koraput,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,Perform additional document verification
FRA0790,Chhattisgarh,Surguja,0,LOW,,No immediate action required
FRA0791,Maharashtra,Gadchiroli,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0792,Maharashtra,Nashik,5,LOW,Multiple previous rejections,No immediate action required
FRA0793,Chhattisgarh,Kanker,30,LOW,Long processing delay | Moderate claim overlap,No immediate action required
FRA0794,Chhattisgarh,Kanker,0,LOW,,No immediate action required
FRA0795,Jharkhand,Gumla,5,LOW,Multiple previous rejections,No immediate action required
FRA0796,Jharkhand,Simdega,5,LOW,Multiple previous rejections,No immediate action required
FRA0797,Chhattisgarh,Kanker,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0798,Madhya Pradesh,Balaghat,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0799,Chhattisgarh,Surguja,25,LOW,High claim overlap,No immediate action required
FRA0800,Jharkhand,Simdega,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0801,Chhattisgarh,Kanker,25,LOW,Long processing delay | ML anomaly detected,No immediate action required
FRA0802,Odisha,Mayurbhanj,5,LOW,Multiple previous rejections,No immediate action required
FRA0803,Maharashtra,Gadchiroli,0,LOW,,No immediate action required
FRA0804,Madhya Pradesh,Mandla,15,LOW,Moderate claim overlap,No immediate action required
FRA0805,Jharkhand,Ranchi,25,LOW,High claim overlap,No immediate action required
FRA0806,Chhattisgarh,Surguja,15,LOW,Long processing delay,No immediate action required
FRA0807,Chhattisgarh,Bastar,45,MEDIUM,Long processing delay | High claim overlap | Multiple previous rejections,Perform additional document verification
FRA0808,Madhya Pradesh,Mandla,30,LOW,Long processing delay | Moderate claim overlap,No immediate action required
FRA0809,Odisha,Koraput,25,LOW,High claim overlap,No immediate action required
FRA0810,Jharkhand,Gumla,15,LOW,Multiple previous rejections | ML anomaly detected,No immediate action required
FRA0811,Odisha,Koraput,25,LOW,High claim overlap,No immediate action required
FRA0812,Maharashtra,Gadchiroli,0,LOW,,No immediate action required
FRA0813,Maharashtra,Nashik,0,LOW,,No immediate action required
FRA0814,Odisha,Koraput,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0815,Chhattisgarh,Kanker,15,LOW,Long processing delay,No immediate action required
FRA0816,Jharkhand,Gumla,15,LOW,Moderate claim overlap,No immediate action required
FRA0817,Chhattisgarh,Bastar,30,LOW,Long processing delay | Multiple previous rejections | ML anomaly detected,No immediate action required
FRA0818,Odisha,Mayurbhanj,30,LOW,Long processing delay | Multiple previous rejections | ML anomaly detected,No immediate action required
FRA0819,Chhattisgarh,Bastar,10,LOW,ML anomaly detected,No immediate action required
FRA0820,Odisha,Keonjhar,15,LOW,Moderate claim overlap,No immediate action required
FRA0821,Odisha,Koraput,30,LOW,High claim overlap | Multiple previous rejections,No immediate action required
FRA0822,Madhya Pradesh,Balaghat,15,LOW,Moderate claim overlap,No immediate action required
FRA0823,Jharkhand,Gumla,15,LOW,Moderate claim overlap,No immediate action required
FRA0824,Jharkhand,Ranchi,15,LOW,Moderate claim overlap,No immediate action required
FRA0825,Odisha,Mayurbhanj,15,LOW,Moderate claim overlap,No immediate action required
FRA0826,Odisha,Koraput,0,LOW,,No immediate action required
FRA0827,Odisha,Koraput,30,LOW,Long processing delay | Multiple previous rejections | ML anomaly detected,No immediate action required
FRA0828,Jharkhand,Gumla,25,LOW,High claim overlap,No immediate action required
FRA0829,Jharkhand,Simdega,45,MEDIUM,Long processing delay | High claim overlap | Multiple previous rejections,Perform additional document verification
FRA0830,Jharkhand,Simdega,15,LOW,Moderate claim overlap,No immediate action required
FRA0831,Maharashtra,Gadchiroli,25,LOW,High claim overlap,No immediate action required
FRA0832,Madhya Pradesh,Dindori,15,LOW,Moderate claim overlap,No immediate action required
FRA0833,Odisha,Koraput,25,LOW,High claim overlap,No immediate action required
FRA0834,Chhattisgarh,Bastar,25,LOW,High claim overlap,No immediate action required
FRA0835,Madhya Pradesh,Mandla,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0836,Chhattisgarh,Bastar,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0837,Jharkhand,Ranchi,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0838,Maharashtra,Nashik,0,LOW,,No immediate action required
FRA0839,Madhya Pradesh,Mandla,35,MEDIUM,High claim overlap | ML anomaly detected,Perform additional document verification
FRA0840,Chhattisgarh,Kanker,30,LOW,Long processing delay | Moderate claim overlap,No immediate action required
FRA0841,Chhattisgarh,Surguja,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0842,Madhya Pradesh,Mandla,15,LOW,Long processing delay,No immediate action required
FRA0843,Jharkhand,Simdega,5,LOW,Multiple previous rejections,No immediate action required
FRA0844,Maharashtra,Nandurbar,15,LOW,Multiple previous rejections | ML anomaly detected,No immediate action required
FRA0845,Maharashtra,Gadchiroli,15,LOW,Moderate claim overlap,No immediate action required
FRA0846,Jharkhand,Ranchi,5,LOW,Multiple previous rejections,No immediate action required
FRA0847,Chhattisgarh,Bastar,15,LOW,Long processing delay,No immediate action required
FRA0848,Chhattisgarh,Bastar,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0849,Odisha,Koraput,25,LOW,High claim overlap,No immediate action required
FRA0850,Odisha,Keonjhar,45,MEDIUM,Long processing delay | High claim overlap | Multiple previous rejections,Perform additional document verification
FRA0851,Madhya Pradesh,Dindori,5,LOW,Multiple previous rejections,No immediate action required
FRA0852,Madhya Pradesh,Mandla,10,LOW,ML anomaly detected,No immediate action required
FRA0853,Chhattisgarh,Kanker,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0854,Maharashtra,Nandurbar,15,LOW,Long processing delay,No immediate action required
FRA0855,Odisha,Mayurbhanj,0,LOW,,No immediate action required
FRA0856,Maharashtra,Gadchiroli,15,LOW,Moderate claim overlap,No immediate action required
FRA0857,Madhya Pradesh,Balaghat,15,LOW,Long processing delay,No immediate action required
FRA0858,Madhya Pradesh,Balaghat,30,LOW,High claim overlap | Multiple previous rejections,No immediate action required
FRA0859,Madhya Pradesh,Balaghat,15,LOW,Long processing delay,No immediate action required
FRA0860,Madhya Pradesh,Dindori,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0861,Odisha,Mayurbhanj,25,LOW,Long processing delay | ML anomaly detected,No immediate action required
FRA0862,Jharkhand,Ranchi,5,LOW,Multiple previous rejections,No immediate action required
FRA0863,Odisha,Keonjhar,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,Perform additional document verification
FRA0864,Odisha,Koraput,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,Perform additional document verification
FRA0865,Jharkhand,Gumla,5,LOW,Multiple previous rejections,No immediate action required
FRA0866,Jharkhand,Simdega,30,LOW,Long processing delay | Moderate claim overlap,No immediate action required
FRA0867,Chhattisgarh,Surguja,15,LOW,Moderate claim overlap,No immediate action required
FRA0868,Odisha,Keonjhar,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0869,Jharkhand,Simdega,5,LOW,Multiple previous rejections,No immediate action required
FRA0870,Chhattisgarh,Bastar,0,LOW,,No immediate action required
FRA0871,Chhattisgarh,Kanker,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0872,Maharashtra,Nashik,5,LOW,Multiple previous rejections,No immediate action required
FRA0873,Chhattisgarh,Bastar,40,MEDIUM,Long processing delay | High claim overlap,Perform additional document verification
FRA0874,Madhya Pradesh,Balaghat,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0875,Maharashtra,Gadchiroli,5,LOW,Multiple previous rejections,No immediate action required
FRA0876,Maharashtra,Nashik,30,LOW,Long processing delay | Moderate claim overlap,No immediate action required
FRA0877,Chhattisgarh,Kanker,0,LOW,,No immediate action required
FRA0878,Odisha,Keonjhar,15,LOW,Long processing delay,No immediate action required
FRA0879,Madhya Pradesh,Balaghat,25,LOW,High claim overlap,No immediate action required
FRA0880,Jharkhand,Simdega,25,LOW,High claim overlap,No immediate action required
FRA0881,Odisha,Koraput,15,LOW,Moderate claim overlap,No immediate action required
FRA0882,Jharkhand,Ranchi,0,LOW,,No immediate action required
FRA0883,Jharkhand,Ranchi,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0884,Maharashtra,Gadchiroli,25,LOW,Long processing delay | ML anomaly detected,No immediate action required
FRA0885,Chhattisgarh,Bastar,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0886,Chhattisgarh,Bastar,30,LOW,High claim overlap | Multiple previous rejections,No immediate action required
FRA0887,Chhattisgarh,Surguja,20,LOW,Long processing delay | Multiple previous rejections,No immediate action required
FRA0888,Madhya Pradesh,Mandla,30,LOW,High claim overlap | Multiple previous rejections,No immediate action required
FRA0889,Madhya Pradesh,Balaghat,15,LOW,Long processing delay,No immediate action required
FRA0890,Odisha,Koraput,15,LOW,Moderate claim overlap,No immediate action required
FRA0891,Jharkhand,Gumla,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0892,Maharashtra,Gadchiroli,15,LOW,Multiple previous rejections | ML anomaly detected,No immediate action required
FRA0893,Madhya Pradesh,Mandla,30,LOW,Long processing delay | Moderate claim overlap,No immediate action required
FRA0894,Chhattisgarh,Surguja,30,LOW,Long processing delay | Moderate claim overlap,No immediate action required
FRA0895,Madhya Pradesh,Balaghat,15,LOW,Moderate claim overlap,No immediate action required
FRA0896,Chhattisgarh,Bastar,0,LOW,,No immediate action required
FRA0897,Chhattisgarh,Surguja,5,LOW,Multiple previous rejections,No immediate action required
FRA0898,Chhattisgarh,Kanker,0,LOW,,No immediate action required
FRA0899,Madhya Pradesh,Balaghat,15,LOW,Long processing delay,No immediate action required
FRA0900,Maharashtra,Gadchiroli,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,Perform additional document verification
FRA0901,Jharkhand,Gumla,30,LOW,High claim overlap | Multiple previous rejections,No immediate action required
FRA0902,Odisha,Koraput,40,MEDIUM,Long processing delay | High claim overlap,Perform additional document verification
FRA0903,Maharashtra,Gadchiroli,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0904,Odisha,Mayurbhanj,25,LOW,High claim overlap,No immediate action required
FRA0905,Maharashtra,Nashik,30,LOW,High claim overlap | Multiple previous rejections,No immediate action required
FRA0906,Maharashtra,Nashik,20,LOW,Moderate claim overlap | Multiple previous rejections,No immediate action required
FRA0907,Maharashtra,Nandurbar,30,LOW,Long processing delay | Moderate claim overlap,No immediate action required
FRA0908,Odisha,Koraput,30,LOW,Long processing delay | Moderate claim overlap,No immediate action required
FRA0909,Maharashtra,Gadchiroli,30,LOW,High claim overlap | Multiple previous rejections,No immediate action required
FRA0910,Madhya Pradesh,Mandla,25,LOW,High claim overlap,No immediate action required
FRA0911,Maharashtra,Gadchiroli,15,LOW,Long processing delay,No immediate action required
