claim_id,state,district,latitude,longitude,ml_anomaly,risk_score,risk_level,reasons,recommended_action,priority,decision_brief
FRA0557,Odisha,Keonjhar,21.73924,85.690326,NO,30,LOW,Long processing delay | Moderate claim overlap,,Normal,"Claim FRA0557 from Keonjhar, Odisha has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0558,Odisha,Koraput,18.707755,82.719246,NO,25,LOW,High claim overlap,,Normal,"Claim FRA0558 from Koraput, Odisha has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0559,Odisha,Mayurbhanj,21.923085,86.861173,NO,40,MEDIUM,Long processing delay | High claim overlap,,Moderate,"Claim FRA0559 from Mayurbhanj, Odisha has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0560,Chhattisgarh,Bastar,19.084123,81.845559,NO,20,LOW,Long processing delay | Multiple previous rejections,,Normal,"Claim FRA0560 from Bastar, Chhattisgarh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0561,Jharkhand,Ranchi,23.2444,85.448204,NO,45,MEDIUM,Long processing delay | High claim overlap | Multiple previous rejections,,Moderate,"Claim FRA0561 from Ranchi, Jharkhand has a risk score of 45/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0562,Madhya Pradesh,Mandla,22.45784,80.498396,NO,0,LOW,,,Normal,"Claim FRA0562 from Mandla, Madhya Pradesh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0563,Odisha,Keonjhar,21.703602,85.528369,NO,0,LOW,,,Normal,"Claim FRA0563 from Keonjhar, Odisha has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0564,Odisha,Koraput,18.923927,82.764385,NO,30,LOW,Long processing delay | Moderate claim overlap,,Normal,"Claim FRA0564 from Koraput, Odisha has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0565,Jharkhand,Ranchi,23.196004,85.438278,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0565 from Ranchi, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0566,Jharkhand,Gumla,23.032473,84.462054,NO,0,LOW,,,Normal,"Claim FRA0566 from Gumla, Jharkhand has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0567,Chhattisgarh,Bastar,18.955669,82.035336,NO,45,MEDIUM,Long processing delay | High claim overlap | Multiple previous rejections,,Moderate,"Claim FRA0567 from Bastar, Chhattisgarh has a risk score of 45/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0568,Maharashtra,Gadchiroli,20.151448,79.884197,NO,20,LOW,Moderate claim overlap | Multiple previous rejections,,Normal,"Claim FRA0568 from Gadchiroli, Maharashtra has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0569,Jharkhand,Gumla,22.929233,84.644604,NO,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,,Moderate,"Claim FRA0569 from Gumla, Jharkhand has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | Moderate claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0570,Maharashtra,Nashik,19.895244,73.667118,NO,30,LOW,Long processing delay | Moderate claim overlap,,Normal,"Claim FRA0570 from Nashik, Maharashtra has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0571,Chhattisgarh,Bastar,19.031648,81.993967,NO,45,MEDIUM,Long processing delay | High claim overlap | Multiple previous rejections,,Moderate,"Claim FRA0571 from Bastar, Chhattisgarh has a risk score of 45/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0572,Chhattisgarh,Bastar,19.24985,81.974337,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0572 from Bastar, Chhattisgarh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0573,Chhattisgarh,Kanker,20.416555,81.349444,NO,0,LOW,,,Normal,"Claim FRA0573 from Kanker, Chhattisgarh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0574,Odisha,Keonjhar,21.73607,85.719408,NO,30,LOW,Long processing delay | Moderate claim overlap,,Normal,"Claim FRA0574 from Keonjhar, Odisha has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0575,Chhattisgarh,Surguja,22.859574,83.136497,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0575 from Surguja, Chhattisgarh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0576,Odisha,Koraput,18.69155,82.769758,NO,25,LOW,High claim overlap,,Normal,"Claim FRA0576 from Koraput, Odisha has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0577,Odisha,Keonjhar,21.527928,85.548559,NO,0,LOW,,,Normal,"Claim FRA0577 from Keonjhar, Odisha has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0578,Maharashtra,Nashik,19.883483,73.689456,NO,40,MEDIUM,Long processing delay | High claim overlap,,Moderate,"Claim FRA0578 from Nashik, Maharashtra has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0579,Chhattisgarh,Kanker,20.401743,81.567809,NO,20,LOW,Moderate claim overlap | Multiple previous rejections,,Normal,"Claim FRA0579 from Kanker, Chhattisgarh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0580,Madhya Pradesh,Dindori,23.080138,81.228459,NO,0,LOW,,,Normal,"Claim FRA0580 from Dindori, Madhya Pradesh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0581,Madhya Pradesh,Dindori,22.836423,80.99183,NO,0,LOW,,,Normal,"Claim FRA0581 from Dindori, Madhya Pradesh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0582,Odisha,Mayurbhanj,21.864903,86.771998,NO,0,LOW,,,Normal,"Claim FRA0582 from Mayurbhanj, Odisha has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0583,Maharashtra,Nashik,19.969346,73.899146,NO,40,MEDIUM,Long processing delay | High claim overlap,,Moderate,"Claim FRA0583 from Nashik, Maharashtra has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0584,Madhya Pradesh,Dindori,22.986203,81.05616,NO,25,LOW,High claim overlap,,Normal,"Claim FRA0584 from Dindori, Madhya Pradesh has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0585,Madhya Pradesh,Dindori,22.920945,81.179427,NO,30,LOW,High claim overlap | Multiple previous rejections,,Normal,"Claim FRA0585 from Dindori, Madhya Pradesh has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0586,Maharashtra,Gadchiroli,20.092047,80.089315,NO,20,LOW,Moderate claim overlap | Multiple previous rejections,,Normal,"Claim FRA0586 from Gadchiroli, Maharashtra has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0587,Odisha,Mayurbhanj,21.859373,86.657767,NO,15,LOW,Long processing delay,,Normal,"Claim FRA0587 from Mayurbhanj, Odisha has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0588,Jharkhand,Gumla,23.163843,84.468153,NO,20,LOW,Long processing delay | Multiple previous rejections,,Normal,"Claim FRA0588 from Gumla, Jharkhand has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0589,Maharashtra,Nandurbar,21.281291,74.181838,NO,20,LOW,Long processing delay | Multiple previous rejections,,Normal,"Claim FRA0589 from Nandurbar, Maharashtra has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0590,Odisha,Koraput,18.806385,82.585899,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0590 from Koraput, Odisha has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0591,Jharkhand,Simdega,22.680123,84.526596,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0591 from Simdega, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0592,Chhattisgarh,Bastar,19.206783,81.875654,NO,15,LOW,Long processing delay,,Normal,"Claim FRA0592 from Bastar, Chhattisgarh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0593,Odisha,Mayurbhanj,22.002923,86.653031,NO,25,LOW,High claim overlap,,Normal,"Claim FRA0593 from Mayurbhanj, Odisha has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0594,Odisha,Mayurbhanj,21.984377,86.688498,NO,20,LOW,Moderate claim overlap | Multiple previous rejections,,Normal,"Claim FRA0594 from Mayurbhanj, Odisha has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0595,Maharashtra,Nandurbar,21.422214,74.197875,NO,20,LOW,Long processing delay | Multiple previous rejections,,Normal,"Claim FRA0595 from Nandurbar, Maharashtra has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0596,Odisha,Keonjhar,21.593112,85.562793,NO,20,LOW,Moderate claim overlap | Multiple previous rejections,,Normal,"Claim FRA0596 from Keonjhar, Odisha has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0597,Odisha,Mayurbhanj,21.888365,86.781495,YES,55,HIGH,Long processing delay | High claim overlap | Multiple previous rejections | ML anomaly detected,,High,"Claim FRA0597 from Mayurbhanj, Odisha has a risk score of 55/100 (HIGH). This claim shows significant risk indicators and should be reviewed by the concerned authority. Key factors: Long processing delay | High claim overlap | Multiple previous rejections | ML anomaly detected. Recommended action: Review claim documents and processing history. Final decision must be made by the authorized official."
FRA0598,Odisha,Keonjhar,21.751108,85.442549,NO,25,LOW,High claim overlap,,Normal,"Claim FRA0598 from Keonjhar, Odisha has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0599,Odisha,Koraput,18.815838,82.780146,NO,0,LOW,,,Normal,"Claim FRA0599 from Koraput, Odisha has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0600,Maharashtra,Nandurbar,21.246126,74.176672,NO,20,LOW,Moderate claim overlap | Multiple previous rejections,,Normal,"Claim FRA0600 from Nandurbar, Maharashtra has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0601,Chhattisgarh,Kanker,20.243666,81.596025,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0601 from Kanker, Chhattisgarh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0602,Maharashtra,Gadchiroli,20.275837,80.002439,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0602 from Gadchiroli, Maharashtra has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0603,Jharkhand,Ranchi,23.259984,85.377882,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0603 from Ranchi, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0604,Chhattisgarh,Bastar,19.0041,81.979318,NO,20,LOW,Moderate claim overlap | Multiple previous rejections,,Normal,"Claim FRA0604 from Bastar, Chhattisgarh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0605,Madhya Pradesh,Dindori,23.011249,80.979688,NO,25,LOW,High claim overlap,,Normal,"Claim FRA0605 from Dindori, Madhya Pradesh has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0606,Chhattisgarh,Kanker,20.266697,81.390451,NO,45,MEDIUM,Long processing delay | High claim overlap | Multiple previous rejections,,Moderate,"Claim FRA0606 from Kanker, Chhattisgarh has a risk score of 45/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0607,Maharashtra,Nandurbar,21.354289,74.159464,NO,30,LOW,High claim overlap | Multiple previous rejections,,Normal,"Claim FRA0607 from Nandurbar, Maharashtra has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0608,Jharkhand,Simdega,22.681947,84.405921,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0608 from Simdega, Jharkhand has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0609,Maharashtra,Nashik,20.05285,73.823372,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0609 from Nashik, Maharashtra has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0610,Jharkhand,Ranchi,23.236151,85.249609,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0610 from Ranchi, Jharkhand has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0611,Chhattisgarh,Kanker,20.174096,81.515647,NO,20,LOW,Moderate claim overlap | Multiple previous rejections,,Normal,"Claim FRA0611 from Kanker, Chhattisgarh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0612,Jharkhand,Gumla,22.910764,84.447078,NO,15,LOW,Long processing delay,,Normal,"Claim FRA0612 from Gumla, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0613,Odisha,Koraput,18.815713,82.794855,NO,0,LOW,,,Normal,"Claim FRA0613 from Koraput, Odisha has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0614,Odisha,Mayurbhanj,21.843862,86.613656,NO,30,LOW,Long processing delay | Moderate claim overlap,,Normal,"Claim FRA0614 from Mayurbhanj, Odisha has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0615,Odisha,Mayurbhanj,21.92927,86.784107,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0615 from Mayurbhanj, Odisha has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0616,Maharashtra,Nashik,19.856593,73.750037,NO,20,LOW,Moderate claim overlap | Multiple previous rejections,,Normal,"Claim FRA0616 from Nashik, Maharashtra has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0617,Jharkhand,Ranchi,23.440929,85.450003,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0617 from Ranchi, Jharkhand has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0618,Jharkhand,Ranchi,23.196494,85.211359,NO,25,LOW,High claim overlap,,Normal,"Claim FRA0618 from Ranchi, Jharkhand has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0619,Maharashtra,Gadchiroli,20.212056,79.8708,NO,0,LOW,,,Normal,"Claim FRA0619 from Gadchiroli, Maharashtra has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0620,Chhattisgarh,Bastar,19.152593,81.855096,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0620 from Bastar, Chhattisgarh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0621,Madhya Pradesh,Mandla,22.622088,80.320557,NO,25,LOW,High claim overlap,,Normal,"Claim FRA0621 from Mandla, Madhya Pradesh has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0622,Chhattisgarh,Surguja,22.807643,83.240654,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0622 from Surguja, Chhattisgarh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0623,Madhya Pradesh,Dindori,23.000423,81.159879,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0623 from Dindori, Madhya Pradesh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0624,Madhya Pradesh,Dindori,22.850748,80.972715,NO,25,LOW,High claim overlap,,Normal,"Claim FRA0624 from Dindori, Madhya Pradesh has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0625,Chhattisgarh,Bastar,19.039422,81.860937,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0625 from Bastar, Chhattisgarh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0626,Jharkhand,Simdega,22.575231,84.477209,NO,30,LOW,Long processing delay | Moderate claim overlap,,Normal,"Claim FRA0626 from Simdega, Jharkhand has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0627,Maharashtra,Nashik,19.995259,73.832982,NO,0,LOW,,,Normal,"Claim FRA0627 from Nashik, Maharashtra has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0628,Chhattisgarh,Surguja,22.773256,83.236294,YES,35,MEDIUM,High claim overlap | ML anomaly detected,,Moderate,"Claim FRA0628 from Surguja, Chhattisgarh has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: High claim overlap | ML anomaly detected. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0629,Jharkhand,Simdega,22.594799,84.477507,YES,15,LOW,Multiple previous rejections | ML anomaly detected,,Normal,"Claim FRA0629 from Simdega, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections | ML anomaly detected. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0630,Maharashtra,Nashik,20.106372,73.916832,NO,0,LOW,,,Normal,"Claim FRA0630 from Nashik, Maharashtra has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0631,Madhya Pradesh,Mandla,22.742981,80.349124,NO,15,LOW,Long processing delay,,Normal,"Claim FRA0631 from Mandla, Madhya Pradesh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0632,Madhya Pradesh,Dindori,22.957856,81.070517,NO,20,LOW,Long processing delay | Multiple previous rejections,,Normal,"Claim FRA0632 from Dindori, Madhya Pradesh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0633,Jharkhand,Ranchi,23.318286,85.454695,NO,30,LOW,Long processing delay | Moderate claim overlap,,Normal,"Claim FRA0633 from Ranchi, Jharkhand has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0634,Chhattisgarh,Surguja,22.816373,83.148802,YES,40,MEDIUM,High claim overlap | Multiple previous rejections | ML anomaly detected,,Moderate,"Claim FRA0634 from Surguja, Chhattisgarh has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: High claim overlap | Multiple previous rejections | ML anomaly detected. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0635,Jharkhand,Ranchi,23.256925,85.428011,NO,25,LOW,High claim overlap,,Normal,"Claim FRA0635 from Ranchi, Jharkhand has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0636,Chhattisgarh,Kanker,20.1571,81.614942,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0636 from Kanker, Chhattisgarh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0637,Madhya Pradesh,Mandla,22.731401,80.378622,NO,0,LOW,,,Normal,"Claim FRA0637 from Mandla, Madhya Pradesh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0638,Odisha,Koraput,18.803178,82.642996,NO,25,LOW,High claim overlap,,Normal,"Claim FRA0638 from Koraput, Odisha has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0639,Chhattisgarh,Kanker,20.129069,81.576865,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0639 from Kanker, Chhattisgarh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0640,Odisha,Keonjhar,21.508813,85.578877,NO,20,LOW,Long processing delay | Multiple previous rejections,,Normal,"Claim FRA0640 from Keonjhar, Odisha has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0641,Odisha,Koraput,18.908718,82.564691,NO,20,LOW,Long processing delay | Multiple previous rejections,,Normal,"Claim FRA0641 from Koraput, Odisha has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0642,Madhya Pradesh,Balaghat,21.842471,80.160885,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0642 from Balaghat, Madhya Pradesh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0643,Jharkhand,Ranchi,23.353784,85.373502,NO,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,,Moderate,"Claim FRA0643 from Ranchi, Jharkhand has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | Moderate claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0644,Jharkhand,Ranchi,23.262128,85.348324,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0644 from Ranchi, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0645,Maharashtra,Nandurbar,21.27959,74.35388,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0645 from Nandurbar, Maharashtra has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
